OP_CARRIER,ARR_DELAY
F9,12.855458050791118
MQ,10.747259759227486
EV,10.589012780134254
B6,9.129005415124714
YV,8.127428954892922
WN,7.247904992398428
AA,5.902881319867162
FL,5.723703527472974
OO,5.560328540884251
VX,5.182099961255328
UA,3.7579603558170485
9E,2.9830321323369065
US,2.8576168929110106
DL,1.9808081588297652
HA,0.01952361817400823
AS,-1.0631909784808398
