ORIGIN,Average Departure Delay
ABE,7.231128924515698
ABI,6.224436090225564
ABQ,9.081924393773605
ABR,3.3264462809917354
ABY,8.46183953033268
ACK,10.11111111111111
ACT,7.261266747868453
ACV,18.57185136468267
ADK,-3.9285714285714284
ADQ,-1.35426731078905
AEX,9.448046974725555
AGS,8.62004662004662
AKN,-4.558441558441558
ALB,7.0967039211971965
ALO,14.379471228615863
AMA,9.937810945273633
ANC,1.2236584835976536
APN,1.7336601307189543
ART,14.959933222036728
ASE,10.77321911632101
ATL,9.988046199822309
ATW,7.778569973518028
AUS,9.319699676705802
AVL,9.403744599135862
AVP,4.928571428571429
AZA,0.12195121951219512
AZO,2.7147448774608276
BDL,7.369259563589884
BET,-2.3981191222570533
BFL,6.139092637870144
BGM,2.3581920903954803
BGR,5.313106796116505
BHM,9.72249758220503
BIL,1.6715328467153285
BIS,5.385998365567965
BJI,2.359722222222222
BKG,9.089734874235214
BLI,2.343715239154616
BMI,7.764299182903834
BNA,10.835173421204606
BOI,7.327527100898731
BOS,8.879765449297532
BPT,8.999099909991
BQK,5.441791044776119
BQN,6.671191553544495
BRD,-0.5887640449438202
BRO,6.018961253091509
BRW,6.009280742459397
BTM,-0.9062068965517242
BTR,12.610959527057753
BTV,11.74697691462074
BUF,9.237593858802802
BUR,5.738929112645226
BWI,12.870369066419885
BZN,2.7842839036755387
CAE,12.794837952779
CAK,6.900663741703228
CDC,0.8861788617886179
CDV,-4.919831223628692
CEC,24.764835164835166
CHA,9.000862812769629
CHO,7.8896473265073945
CHS,10.367071441780189
CIC,15.657362848893166
CID,9.909371146732429
CIU,4.109230769230769
CLD,5.197871501773749
CLE,9.341566612024279
CLL,5.0531273549359454
CLT,8.557013371745393
CMH,10.707661007436508
CMI,12.857789855072463
CMX,12.905555555555555
COD,2.1185185185185187
COS,10.000108307159103
COU,15.0009900990099
CPR,4.549234135667396
CRP,8.502863015709881
CRW,11.104044630404463
CSG,7.954966070326958
CVG,8.995156108824416
CWA,11.018362900715841
CYS,60.0
DAB,4.344167150319211
DAL,11.383912921165956
DAY,9.234991695009096
DBQ,5.746987951807229
DCA,7.431841414560022
DEN,13.910384411109673
DFW,12.692091921616893
DHN,8.179335793357934
DIK,11.374358974358975
DLG,5.802631578947368
DLH,6.8113091579594345
DRO,6.72917731221257
DRT,0.7771428571428571
DSM,9.811449579831933
DTW,8.141876118469531
EAU,7.044862518089725
ECP,9.521812434141202
EGE,11.440456769983687
EKO,0.780114722753346
ELM,2.1934328358208957
ELP,7.7173582995951415
ERI,1.2028688524590163
ESC,-0.05333333333333334
EUG,8.772464327034323
EVV,6.602255476035567
EWN,5.63508064516129
EWR,15.10795435218885
EYW,5.02815918082383
FAI,-0.7431046273079553
FAR,10.23826273130448
FAT,8.992910983488873
FAY,9.111612175873733
FCA,-0.2782859894077997
FLG,-2.056869369369369
FLL,11.253255228093606
FNT,3.2403802625622453
FSD,9.748087355682292
FSM,4.095460330929147
FWA,7.962319847195694
GCC,4.878064943671306
GCK,7.480113636363637
GEG,3.1788526434195727
GFK,0.4462260461478295
GGG,12.978134110787172
GJT,3.348584905660377
GNV,8.946942736978324
GPT,8.22759932375317
GRB,6.2062477813276535
GRI,6.485540334855403
GRK,6.386335144170498
GRR,7.566021867115223
GSO,8.476317347542924
GSP,8.629858299595142
GST,6.5479452054794525
GTF,1.0066889632107023
GTR,8.063681592039801
GUC,12.548856548856548
GUM,10.81267217630854
HDN,8.10590015128593
HIB,-5.8686371100164205
HLN,-0.14151576123407109
HNL,3.7390691651432055
HOB,6.7076124567474045
HOU,13.295712098009188
HPN,9.839907755795606
HRL,5.658542471042471
HSV,9.191310880180293
IAD,13.113339784351673
IAH,11.097540297841485
ICT,9.953296454157975
IDA,0.40523338048090524
ILG,4.106628242074928
ILM,5.868948655256724
IMT,3.7333333333333334
IND,7.933267684227802
INL,1.1334379905808478
IPL,-0.2914798206278027
ISN,8.459140292867264
ISP,9.858421480878762
ITH,1.6351981351981353
ITO,-0.3051444679351656
IYK,-3.5077220077220077
JAC,7.158122503328895
JAN,7.8863854778430325
JAX,7.923429506854921
JFK,12.112159099217665
JLN,11.095441595441596
JNU,2.102694828841952
KOA,2.726732828006564
KTN,1.0266949152542373
LAN,8.293073840870063
LAR,5.659942363112392
LAS,11.148270109523464
LAW,3.3300175541252193
LAX,8.577649633921068
LBB,7.677600345274061
LCH,3.6922325354176846
LEX,9.683520599250937
LFT,8.369832041343669
LGA,10.3468756464944
LGB,3.3422272047832586
LIH,2.084135833755702
LIT,10.925150293981634
LMT,0.40028901734104044
LNK,10.425102491327657
LRD,5.9565964761495485
LSE,5.655866900175131
LWS,-3.341463414634146
MAF,7.8617956790793615
MBS,2.983372921615202
MCI,9.40745204378829
MCN,0.0
MCO,10.346157240697591
MDT,6.39441087613293
MDW,16.25688807720058
MEM,7.434896555976937
MFE,6.612782831817121
MFR,14.981253841425938
MGM,7.788222867705308
MHK,9.0625
MHT,8.081545064377682
MIA,8.698449792612351
MKE,9.63429929557299
MKG,8.503703703703703
MLB,8.052887961029924
MLI,8.334536082474227
MLU,7.881381840415775
MMH,13.180685358255452
MOB,10.1663415499202
MOD,14.761857707509881
MOT,7.6634779637854455
MQT,6.237104825291182
MRY,7.335833489593099
MSN,9.866122799484758
MSO,6.618702770780857
MSP,6.8357384201435485
MSY,8.004136841126709
MTJ,8.596026490066226
MVY,18.1866028708134
MYR,5.421026407573493
OAJ,8.416204217536071
OAK,8.197352202693448
OGG,2.6975601269951723
OKC,9.332869262562541
OMA,8.122783021018556
OME,4.30793991416309
ONT,6.686473844979
ORD,16.0618395987112
ORF,9.13046410397891
ORH,6.604166666666667
OTH,32.26094890510949
OTZ,3.825531914893617
PAH,4.092485549132948
PBI,11.643812709030101
PDX,5.4662445676607225
PHF,8.964175143741707
PHL,9.608679344360677
PHX,6.953309558422679
PIA,9.198382126348228
PIH,0.3548387096774194
PIT,7.032305868405453
PLN,6.086845466155811
PNS,7.209090909090909
PPG,55.764150943396224
PSC,1.3118311533888227
PSE,4.876606683804627
PSG,0.6680613668061367
PSP,9.347887698166682
PVD,6.725398498221578
PWM,10.390365692465855
RAP,5.984787018255578
RDD,15.900715563506262
RDM,4.596679987703658
RDU,9.336764362571362
RFD,4.674698795180723
RHI,2.0735146022155084
RIC,8.558191370800827
RKS,3.805570433851098
RNO,8.455837622835752
ROA,11.94990458015267
ROC,10.4962132389102
ROW,3.6947472745292367
RST,3.2243589743589745
RSW,6.840274684484038
SAF,12.918166939443536
SAN,7.685909282923223
SAT,7.465423328898818
SAV,11.274016419660944
SBA,10.198537195650081
SBN,9.225881441301821
SBP,9.481674257211017
SCC,3.260429835651075
SCE,-0.0527448869752422
SDF,10.519730069770102
SEA,6.066213492009388
SFO,11.867757414720852
SGF,13.237877112620438
SGU,2.66403162055336
SHD,15.380952380952381
SHV,8.597517730496454
SIT,3.6455798864557987
SJC,6.724769276570408
SJT,8.090261282660332
SJU,9.498521630874572
SLC,4.931300031304503
SMF,7.226414646871888
SMX,1.595432300163132
SNA,6.817613247917352
SPI,6.690826727066818
SPN,-9.0
SPS,8.561285500747385
SRQ,9.130229419703104
STL,10.966775047527673
STT,4.032104006367737
STX,5.218978102189781
SUN,2.945075757575758
SUX,16.347626339969374
SWF,5.458075407990996
SYR,10.785855301358728
TLH,10.698117199069177
TPA,8.602277564921243
TRI,7.519983518747424
TTN,13.660051768766177
TUL,9.523251686190983
TUS,4.475690493431261
TVC,9.3978578892372
TWF,-0.5856079404466501
TXK,6.351083032490974
TYR,4.3387770603873905
TYS,10.242764868719068
VLD,5.387254901960785
VPS,9.373359580052494
WRG,0.28370786516853935
WYS,-4.302583025830258
XNA,11.498795180722892
YAK,-6.2740112994350286
YUM,0.46166666666666667
