OP_CARRIER,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
9E,3.5705339719111158,0.4406018179918504,2.9560196965969108,0.010845935807429027,3.5349695484679864
AA,3.5837446620226032,0.6352606754900156,2.6143233480389148,0.011868575603607422,4.970817507636306
AS,1.658478897268374,0.20874611452537434,1.7512068397278067,0.037966176175982115,1.8267126784410281
B6,4.4446080479119185,0.29348945515909286,4.128035338348974,0.04231585303813018,5.992608891664633
DL,3.566554918043648,0.44256959995759737,2.3188267719665547,0.01035684471358342,2.4529873984655546
EV,4.495902208640089,0.4172147306784062,3.8196798166412003,0.007049590220864009,7.094864938506417
F9,3.035906998889065,0.2633708935089668,5.911191345289107,0.0,5.578096069406972
FL,2.238784262325239,0.25626609639440767,2.815437591979397,0.0,4.98804267844003
HA,2.202321334698282,0.05117173449907313,0.05403535954403342,0.010762803309077829,0.7878565697368786
MQ,3.9025723801620953,1.4623941436577133,3.585325042910893,0.005338001432257625,5.995003012287861
OO,2.7046230676018066,0.2908603532478978,2.3164862323364077,0.012847264907185815,5.0805991452186365
UA,3.424780248241393,0.39743336272583124,3.386733439040882,0.012012700722422786,4.299971530136537
US,2.648024967687021,0.2422030540311805,3.085924636191021,0.028180797481891395,2.315311623214905
VX,1.8277702903750896,0.7274954929725378,5.445276810249768,0.09997724607494793,3.935588889083367
WN,2.8099467234572444,0.3955040399609447,1.5468646082440674,0.02140259519732839,5.531841224582207
YV,3.30856786023474,0.488298491364017,1.7774442599452178,0.043052184896609474,6.4129092689572955
