OP_CARRIER,Cancellation Rate
9E,0.024250002527797344
AA,0.018124489905947488
AS,0.004549478813258112
B6,0.008325853989420002
DL,0.0032265758543469332
EV,0.02845881372412835
F9,0.003742792149394276
FL,0.007622792494481236
HA,0.0009407077442381651
MQ,0.035695042797221875
OO,0.02223325600813591
UA,0.009727203349953934
US,0.009772705778506353
VX,0.004568288029685121
WN,0.007464376176258331
YV,0.025929237450504534
