ORIGIN,Average Departure Delay
ABE,7.663401360544218
ABI,4.400915903413821
ABQ,7.31671948813012
ABY,12.270684371807967
ACK,20.10731707317073
ACT,2.04
ACV,18.174107142857142
ACY,1.5714285714285714
ADK,10.789473684210526
ADQ,-1.0066225165562914
AEX,8.251384615384616
AGS,12.135135135135135
AKN,-9.113924050632912
ALB,7.13697175621151
AMA,7.0784197237487
ANC,0.6662597114317426
ART,28.589041095890412
ASE,7.100829771184309
ATL,9.499962394217528
ATW,6.103597122302158
AUS,6.688953488372093
AVL,10.36459430979979
AVP,10.637228260869565
AZO,2.5334174022698615
BDL,6.337554087907082
BET,0.3856858846918489
BFL,6.888210818307906
BGM,41.333333333333336
BGR,12.768539325842697
BHM,7.433029834507244
BIL,-0.27262475331265856
BIS,5.841226575809199
BKG,2.2555066079295156
BLI,-1.5584415584415585
BMI,7.688727712299788
BNA,9.462738902589395
BOI,4.872742968131789
BOS,9.736860506869768
BPT,11.0
BQK,11.993650793650794
BQN,6.299791811242193
BRO,1.8150190920661857
BRW,3.8130489335006272
BTM,-2.8895612708018152
BTR,9.813923395445135
BTV,10.330688507806501
BUF,7.859177802524128
BUR,5.2617499032133175
BWI,10.804176022863142
BZN,1.8186571271326362
CAE,10.88378947368421
CAK,7.154458400696431
CDC,-4.287671232876712
CDV,-4.331428571428572
CEC,20.40461215932914
CHA,8.53943661971831
CHO,7.425345957756737
CHS,7.952686962808258
CIC,11.511227544910179
CID,7.6146662054652365
CLD,5.192870201096892
CLE,6.432137089162489
CLL,0.40878378378378377
CLT,8.991883489308515
CMH,8.85430685155582
CMI,7.461607543780871
CMX,5.270430906389302
COD,3.9048991354466858
COS,7.361457009741635
CPR,2.0836653386454183
CRP,4.994574064026044
CRW,13.299329234209056
CSG,10.54562647754137
CVG,8.72152443557538
CWA,7.315040650406504
CYS,4.946327683615819
DAB,6.645952109464082
DAL,11.827431512308427
DAY,6.589058524173028
DBQ,5.752136752136752
DCA,6.318367578612782
DEN,9.371926862154567
DFW,9.162295741007874
DHN,13.04746835443038
DLG,-3.576923076923077
DLH,4.587907716785998
DRO,3.980619033844374
DSM,7.887857900318133
DTW,8.722583595312946
EAU,8.322538860103627
ECP,9.309299403078857
EGE,4.378924731182796
EKO,0.16766467065868262
ELM,3.30655129789864
ELP,7.484432619147645
EUG,6.871644803229062
EVV,7.093413978494624
EWN,6.048088779284834
EWR,14.214135602402324
EYW,3.101725163593099
FAI,-0.7312444836716682
FAR,5.320536370315944
FAT,6.14962439239947
FAY,12.562483275354563
FCA,-2.0641414141414143
FLG,-0.1611310592459605
FLL,9.5992127952018
FLO,22.5
FNT,3.9921875
FSD,7.818723911747168
FSM,2.005813953488372
