Month,DEP_DELAY,ARR_DELAY,CANCELLED
2011-01,8.750304258355806,5.233079346070647,0.03870145631067961
2011-02,9.502319447390507,6.173883571737586,0.048689837459057424
2011-03,8.618149773300813,5.232255018164648,0.01266596669369094
2011-04,10.521198873040037,8.311232729592454,0.020044416043422008
2011-05,10.547261916893337,7.5320032105507515,0.02065645816846327
2011-06,11.133782821967875,8.064247719924442,0.017575124671767046
2011-08,9.24858704645848,5.363113416050155,0.02535082243342777
2011-09,5.685829291588623,2.0403434437239847,0.008178998416306302
2011-10,4.844479728380268,0.20259966378482228,0.007733987315547079
2011-11,5.070360264766813,0.03156702296646478,0.006752573006442975
2011-12,6.06084612388637,0.43926610829746443,0.0075178987948684725
