OP_CARRIER,Cancellation Rate
AA,0.025292115172846845
AS,0.0067434554973821986
B6,0.018345248352467224
CO,0.011487819724570126
DL,0.014026487469790001
EV,0.029823348365345195
F9,0.004134762633996938
FL,0.011327435055770177
HA,0.0021049149764700574
MQ,0.04027276284165223
OO,0.020875274719640704
UA,0.015030752053901607
US,0.01604798224186637
WN,0.010546484692865047
XE,0.034727910419102295
YV,0.022940288439919056
