OP_CARRIER,Cancellation Rate
9E,0.02928100273947445
AA,0.01690688642291617
AS,0.005819642205184374
B6,0.020433491863339853
CO,0.008300211893626891
DL,0.02026950515230438
EV,0.02349642568008977
F9,0.004294463558060659
FL,0.010745688061596823
HA,0.0008130201481174888
MQ,0.02763309655450185
OH,0.03823670859496183
OO,0.01989926953737367
UA,0.014602965480455053
US,0.015450331727710624
WN,0.010313147239585695
XE,0.021071110453234027
YV,0.019674250702243174
