ORIGIN,LATITUDE,LONGITUDE,Average Arrival Delay
DAB,29.17991667,-81.05805556,9.920132325141777
DAL,32.84711389,-96.85177222,8.627007170823985
DAY,39.90237583,-84.219375,4.111618286855431
DBQ,42.40295944,-90.70916722,4.416204217536071
DCA,38.85208333,-77.03772222,2.1090677324693603
DEN,39.85840806,-104.6670019,4.024233518362008
DFW,32.89595056,-97.0372,6.5798943250172375
DHN,31.32133917,-85.44962889,6.038518518518519
DLG,59.0454125,-158.5033389,7.378378378378378
DLH,46.84209028,-92.19364861,3.5264808362369338
DRO,37.15151667,-107.7537692,1.344499078057775
DSM,41.53493306,-93.66068222,5.263287250384025
DTW,42.21205889,-83.34883583,6.178981948036269
EAU,44.86525722,-91.48507194,12.039285714285715
EGE,39.64256778,-106.9176953,3.836795252225519
EKO,40.82492611,-115.7916964,1.4930198383541513
ELM,42.15991361,-76.89144333,4.182655410590944
ELP,31.80666667,-106.3778056,4.10779520295203
ERI,42.08202139,-80.17621556,10.176174496644295
EUG,44.12326,-123.2186856,8.015238879736408
EVV,38.03799139,-87.53062667,3.262879484820607
EWN,35.07297222,-77.04294444,4.1322140608604405
EWR,40.69249722,-74.16866056,3.0961496569001197
EYW,24.55611111,-81.75955556,9.267148014440433
FAI,64.8136775,-147.8596694,-0.0829324169530355
FAR,46.91934889,-96.81498889,2.6162112932604735
FAT,36.77619444,-119.7181389,5.1724366407155875
FAY,34.99147222,-78.88,5.114059080962801
FCA,48.31140472,-114.2550694,0.691470054446461
FLG,35.13845472,-111.6712183,-2.429242819843342
FLL,26.07258333,-80.15275,4.831148955568942
FLO,34.18536111,-79.72388889,8.402214022140221
FNT,42.96550333,-83.74345639,3.6844468390804597
FSD,43.58135111,-96.74170028,5.77445173683368
FSM,35.33659028,-94.36744111,1.34383637368712
FWA,40.97846583,-85.19514639,5.900532132623823
GCC,44.34889806,-105.5393614,1.0091549295774649
GEG,47.61985556,-117.5338425,0.7145543437382474
GFK,47.949255,-97.17611111,1.5040197897340755
GGG,32.38486111,-94.71171,3.5693693693693693
GJT,39.1224125,-108.5267347,1.117186042172047
GNV,29.69005556,-82.27177778,7.472173913043478
GPT,30.40728028,-89.07009278,7.675881649731022
GRB,44.48507333,-88.12959,4.803738317757009
GRK,31.06489778,-97.82779778,3.2000673627484
GRR,42.88081972,-85.52276778,4.319594803587999
GSO,36.09774694,-79.9372975,7.161760116508894
GSP,34.89566722,-82.21885833,4.52392148844817
GST,58.42438139,-135.7073814,4.507462686567164
GTF,47.48200194,-111.3706853,-0.30548163916977117
GTR,33.45033444,-88.59136861,2.2260162601626017
GUC,38.53396333,-106.9331817,3.286729857819905
GUM,13.48345,-144.7959825,-1.0
HDN,40.48118028,-107.2176597,1.0613003095975233
HLN,46.60681806,-111.9827503,1.7110289587184226
HNL,21.31869111,-157.9224072,-0.46476778553813136
HOU,29.64541861,-95.27888889,8.485460482836372
HPN,41.06695778,-73.70757444,2.6573235183087958
HRL,26.22850611,-97.65439389,3.0633510953226764
HSV,34.6404475,-86.77310944,3.0665557404326123
HTS,38.36666667,-82.55802778,-5.766037735849056
IAD,38.94453194,-77.45580972,1.6785848047084002
IAH,29.98047222,-95.33972222,5.781167986238229
ICT,37.64995889,-97.43304583,2.945010183299389
IDA,43.51455556,-112.0701667,0.6180321735877291
ILM,34.27061111,-77.90255556,4.184325857179686
IND,39.71732917,-86.29438417,4.52633608815427
IPL,32.83422028,-115.5787456,-2.232819074333801
ISP,40.7952425,-73.10021194,-2.0501741261447184
ITH,42.49102778,-76.45844444,0.19866071428571427
ITO,19.72026306,-155.0484703,0.857540345019477
IYK,35.65884306,-117.8295122,-4.566252587991719
JAC,43.60732417,-110.7377389,5.265433939755443
JAN,32.31116667,-90.07588889,6.915584415584416
JAX,30.49405556,-81.68786111,2.6773949261643315
JFK,40.63975111,-73.77892556,0.1392235113288086
JNU,58.35496194,-134.5762764,3.4563874474919696
KOA,19.73876583,-156.0456314,-1.6671801454856654
KTN,55.35556861,-131.71374,-2.505380972879897
LAN,42.7787,-84.58735806,-0.1969783352337514
LAS,36.08036111,-115.1523333,3.791005989521811
LAX,33.94253611,-118.4080744,3.568363359553413
LBB,33.66363889,-101.8227778,4.200762388818298
LCH,30.1260975,-93.22340361,0.5202839756592292
LEX,38.03697222,-84.60538889,6.43749342866155
LFT,30.20527972,-91.987655,2.4910235054599297
LGA,40.77724306,-73.87260917,1.063911463225385
LGB,33.81772222,-118.1516111,6.960614934114202
LIH,21.97598306,-159.3389581,0.07706170084956664
LIT,34.72939611,-92.22424556,6.382640201638312
LMT,42.15614361,-121.7332081,18.077844311377245
LNK,40.85097222,-96.75925,5.452073893342628
LRD,27.54373861,-99.46154361,5.468281430219147
LSE,43.87937972,-91.25653778,1.4593819687798661
LWB,37.85830556,-80.39947222,13.090425531914894
LWS,46.37449806,-117.0153944,-4.157258064516129
LYH,37.32668528,-79.20043056,-0.8987898789878987
MAF,31.94252778,-102.2019139,4.123026225456543
MBS,43.53291472,-84.07964722,1.1763028260305937
MCI,39.29760528,-94.71390556,3.488490996908029
MCO,28.42888889,-81.31602778,3.7477054729332706
MDT,40.19349528,-76.76340361,0.7751336437316779
MDW,41.7859825,-87.75242444,6.387982605770848
MEI,32.33313333,-88.75120556,7.022692889561271
MEM,35.04241667,-89.97666667,3.6245010665724418
MFE,26.17583333,-98.23861111,3.22111599907386
MFR,42.37422778,-122.8734978,9.231833098921706
MGM,32.30064417,-86.39397611,3.086079354404842
MHK,39.14096722,-96.67083278,5.388015717092338
MHT,42.93451639,-71.43705583,-1.0803322063795384
MIA,25.79325,-80.29055556,9.232884942265986
MKE,42.94722222,-87.89658333,5.339808672893822
MKG,43.16948806,-86.23822306,3.650231124807396
MLB,28.10275,-80.64580556,6.782279848730416
MLI,41.44852639,-90.50753917,3.838386855862584
MLU,32.51086556,-92.03768778,1.773864036632617
MMH,37.62404861,-118.8377722,-2.4285714285714284
MOB,30.69141667,-88.24283333,6.055654496883348
MOD,37.62581722,-120.9544214,15.09916826615483
MOT,48.25937778,-101.2803339,13.0576
MQT,46.353639,-87.395361,-1.251303441084463
MRY,36.5869825,-121.8429478,8.740214180206795
MSN,43.13985778,-89.33751361,4.69821077670907
MSO,46.91630556,-114.0905556,3.8092125739184564
MSP,44.88054694,-93.2169225,5.510694710213083
MSY,29.99338889,-90.25802778,3.910014552189443
MTJ,38.50886722,-107.8938333,4.20593220338983
MWH,47.20770806,-119.3201897,-21.661654135338345
MYR,33.67975,-78.92833333,2.0257445734477537
OAJ,34.82916444,-77.61213778,6.105263157894737
OAK,37.72129083,-122.2207167,2.8578650718526806
OGG,20.89864972,-156.4304578,-1.8387175364225503
OKC,35.39308833,-97.60073389,3.9529111575040594
OMA,41.30251861,-95.89417306,2.7544941983984312
OME,64.51220222,-165.4452458,4.575901328273245
ONT,34.056,-117.6011944,2.1973125592514737
ORD,41.979595,-87.90446417,5.995371615637445
ORF,36.89461111,-76.20122222,3.6903660886319845
OTH,43.41713889,-124.2460278,34.35857805255023
OTZ,66.88467694,-162.5985497,1.853846153846154
OXR,34.20080083,-119.2072164,-4.579185520361991
PAH,37.06083333,-88.77375,16.730337078651687
PBI,26.68316194,-80.09559417,4.87366884909679
PDX,45.58872222,-122.5975,0.43293556085918855
PFN,30.21208333,-85.68280556,7.183984116479153
PHF,37.13189556,-76.4929875,4.408646888567294
PHL,39.87195278,-75.24114083,0.5319622527765541
PHX,33.43416667,-112.0080556,2.948243292190243
PIA,40.66424333,-89.69330556,4.391436464088398
PIE,27.91076333,-82.68743944,-0.23529411764705882
PIH,42.91130556,-112.5958611,0.9108049311094997
PIT,40.49146583,-80.23287083,2.4799682990817664
PLN,45.5709275,-84.796715,7.464183381088826
PNS,30.47330556,-87.18744444,5.4586897264780525
PSC,46.26468028,-119.1190292,1.4872471416007036
PSE,18.00830278,-66.56301194,-0.59375
PSG,56.80165194,-132.9452781,0.828125
PSP,33.82921556,-116.5062531,4.461386671450354
PVD,41.72399917,-71.42822111,-0.8772751750134625
PWM,43.64616667,-70.30875,2.985294117647059
RAP,44.04532139,-103.0573708,4.646219686162625
RDD,40.50898361,-122.2934019,4.455207574654042
RDM,44.25406722,-121.1499633,0.24465327284510693
RDU,35.87763889,-78.78747222,3.505041804966178
RIC,37.50516667,-77.31966667,3.9922851504096646
RKS,41.5942175,-109.0651928,4.295686719636777
RNO,39.49857611,-119.7680647,3.038849622227638
ROA,37.32546833,-79.97542833,5.625036993193253
ROC,43.11886611,-77.67238389,3.5482066959958245
ROW,33.30155556,-104.5305556,4.646341463414634
RST,43.90882639,-92.49798722,2.568161300030093
RSW,26.53616667,-81.75516667,3.490796642615226
SAF,35.61677778,-106.0881389,6.063745019920319
SAN,32.73355611,-117.1896567,1.9248931458880478
SAT,29.53369444,-98.46977778,3.165023797758069
SAV,32.12758333,-81.20213889,7.526924871675222
SBA,34.42621194,-119.8403733,5.15137529998154
SBN,41.70895361,-86.31847417,5.223890199442419
SBP,35.23705806,-120.6423931,8.63504753673293
SCC,70.19475583,-148.4651608,4.694528875379939
SCE,40.851206,-77.846302,1.2720588235294117
SDF,38.17438889,-85.736,5.4569323658117765
SEA,47.44898194,-122.3093131,-0.35731875542839625
SFO,37.61900194,-122.3748433,7.221499251469675
SGF,37.24432611,-93.38685806,5.277722152690863
SGU,37.09058333,-113.5930556,-1.5279341706366392
SHV,32.4466275,-93.82559833,0.20452166631777266
SIT,57.04713806,-135.3615983,2.176566314076485
SJC,37.36186194,-121.9290089,2.0320087762067285
SJT,31.35775,-100.4963056,1.3343465045592706
SJU,18.43941667,-66.00183333,5.307248916351563
SLC,40.78838778,-111.9777731,3.843362443997143
SMF,38.69542167,-121.5907669,2.5758210246022895
SMX,34.89924833,-120.4575825,-0.07012417823228634
SNA,33.67565861,-117.8682225,0.9360038844379703
SPI,39.84395194,-89.67761861,1.5487404162102958
SPS,33.98879611,-98.49189333,4.964285714285714
SRQ,27.39533333,-82.55411111,3.915822563744324
STL,38.74768694,-90.35998972,4.910980762716397
STT,18.33730556,-64.97336111,6.185943364039577
STX,17.70188889,-64.79855556,10.904347826086957
SUN,43.50484139,-114.2965903,0.8114396509936985
SUX,42.40260333,-96.38436694,-3.787671232876712
SWF,41.50409361,-74.10483833,1.2525647288715194
SYR,43.11118694,-76.10631056,4.5104485929228195
TEX,37.95375861,-107.90848,-5.503184713375796
TLH,30.39652778,-84.35033333,7.162056677413881
TOL,41.58680556,-83.80783333,8.002094240837696
TPA,27.97547222,-82.53325,3.319896313533735
TRI,36.47521417,-82.40742056,0.019595835884874464
TUL,36.19837222,-95.88824167,2.5463111467522053
TUS,32.11608333,-110.9410278,1.0000450186827534
TVC,44.74144472,-85.582235,4.140936686903729
TWF,42.48180389,-114.4877356,2.849095966620306
TXK,33.45370806,-93.99102,4.159220146222583
TYR,32.35413889,-95.40238611,3.0796586059743953
TYS,35.81248722,-83.99285583,4.716214335421016
VLD,30.7825,-83.27672222,3.382583170254403
VPS,30.48325,-86.5254,4.8788393674029535
WRG,56.48432583,-132.3698242,-2.130434782608696
WYS,44.68839917,-111.1176375,-4.673151750972763
XNA,36.28186944,-94.30681111,6.916997230746202
YAK,59.50336056,-139.6602261,-2.7046109510086453
YUM,32.65658333,-114.6059722,-1.3849500895828002
