OP_CARRIER,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
9E,3.5145658927778882,0.46469291868811313,2.4146056840268746,0.011879983471327344,3.5984948194854685
AA,3.684266761312696,0.6626201791989471,2.7776705615726027,0.011024783580392744,3.1534541179341287
AS,1.7494998174516248,0.21373493975903615,1.5577656078860898,0.017802117561153706,1.8743410003650967
B6,4.66255448434723,0.2859199539303196,3.7345731107955955,0.019147710912755543,4.789330500312757
CO,2.5884164817299213,0.4143460762064772,3.5352508243790512,0.07779881389721278,2.0629244664000232
DL,3.9701953550812923,0.5196439705146029,3.1619473022880786,0.0045990780015089236,3.524386300723219
EV,4.144604449223402,0.5778051456453311,2.257547957151922,0.007586247854939188,5.143313505521676
F9,1.9153551472561794,0.14781738769733793,2.4118780957958177,0.0,4.345082107215187
FL,1.5944929353329798,0.13390316824998794,2.7514346337464435,0.0,4.563308739611966
HA,2.3354077665597424,0.021966326183683424,0.027095744209079217,0.006518943369451137,0.8074916111102899
MQ,3.180543096188349,0.8090673171981986,2.906571527955769,0.011501775841236132,4.024813719746622
OH,6.150914768378343,1.571816599269811,4.158101508470328,0.006875156638420949,1.006658402931594
OO,2.3166622194056234,0.2503585604216004,2.575327707548114,0.012097661852506587,5.204793035589207
UA,1.9176754177584885,0.2249293898525421,2.3094487890614754,0.003850402674587051,3.2978684334020247
US,2.1209940286555753,0.22928881803734116,2.6955007356715983,0.02547462485661159,2.2021979263640628
WN,2.4993788278566136,0.3446255937151786,1.1498043107657092,0.023872219065227077,4.901250081148115
XE,2.716833256725278,0.3915242925440886,3.7471440776779708,0.031165195532322106,4.333413836713177
YV,2.8311183830386106,0.35535506902292374,1.7511227309393183,0.01922229786552401,3.12032815208499
