OP_CARRIER,ARR_DELAY
OH,7.498161440357972
XE,6.9091598362291196
B6,6.460505858323087
OO,6.242883230364884
MQ,6.202105571127911
DL,5.513608608573682
WN,4.790167494355034
F9,4.657249499674635
EV,4.586230343150933
9E,3.8666302981428333
AA,3.8215132299097876
CO,3.4017239558025056
YV,2.9945784717957715
FL,2.964856906642122
HA,0.845105878868651
US,0.5103814184106483
AS,-2.374054460149224
UA,-4.013853191155065
