ORIGIN,Average Departure Delay
ABE,11.94507111329083
ABI,8.02725896012115
ABQ,8.635997144416915
ABR,7.742198100407055
ABY,15.052261306532664
ACK,23.306623931623932
ACT,5.046223958333333
ACV,13.676696990902729
ACY,7.031702062172976
ADK,3.8514851485148514
ADQ,-2.838187702265372
AEX,7.0581915846016114
AGS,12.01822272215973
AKN,1.6825396825396826
ALB,8.080228042634058
ALO,7.896341463414634
AMA,6.519946808510638
ANC,-0.16420845624385447
APN,12.521381578947368
ART,36.333333333333336
ASE,14.43520973023546
ATL,9.601254702550746
ATW,7.7627489072365226
AUS,9.462007437317459
AVL,11.794160778562858
AVP,10.57173645320197
AZA,8.594594594594595
AZO,5.988632196552989
BDL,8.268254771544246
BET,-4.588888888888889
BFF,0.3631578947368421
BFL,5.6305953933072574
BGM,11.42024202420242
BGR,10.713369258403901
BHM,9.545677089128741
BIL,4.935819811092274
BIS,8.267995570321151
BJI,5.359565807327002
BKG,17.536231884057973
BLI,2.363224637681159
BLV,21.368941641938676
BMI,11.348731294729994
BNA,11.121594838780224
BOI,6.061626994506931
BOS,12.468544457767027
BPT,6.263736263736264
BQK,2.983067729083665
BQN,15.657569515962924
BRD,7.84185303514377
BRO,6.041567695961995
BRW,-6.831932773109243
BTM,0.75
BTR,10.53876125218326
BTV,11.621467712474482
BUF,9.55093009594674
BUR,9.518905472636815
BWI,11.35408985126943
BZN,8.539996559435748
CAE,8.521150082793918
CAK,13.834633812457222
CDC,-0.500805152979066
CDV,-6.483240223463687
CGI,10.20066334991708
CHA,11.96929143266818
CHO,13.628028326500186
CHS,9.332827143353002
CID,8.831325301204819
CIU,8.96206373292868
CKB,18.586294416243653
CLE,9.001668461847135
CLL,9.97875166002656
CLT,10.745946041014458
CMH,10.062830142420934
CMI,6.395440596229724
CMX,22.574529667149058
CNY,3.2685851318944845
COD,7.406403940886699
COS,12.67238674249853
COU,12.119409866297833
CPR,-0.18839103869653767
CRP,6.166482096714655
CRW,12.568181818181818
CSG,11.931891025641026
CVG,10.207208323012138
CWA,5.140274765003615
CYS,5.350877192982456
DAB,8.526601830663616
DAL,14.257588960473123
DAY,11.320435927442949
DBQ,5.947807933194155
DCA,10.21892838558858
DEN,10.37517697228145
DFW,12.101526027077497
DHN,11.275988286969254
DLG,-0.037037037037037035
DLH,10.502913328477787
DRO,8.564094179202092
DRT,6.725663716814159
DSM,8.21031694274162
DTW,8.493276106888377
DVL,15.945
EAR,-7.884422110552764
EAU,11.502152080344333
ECP,9.87890044576523
EGE,21.951766953199616
EKO,-0.6220839813374806
ELM,13.900602409638553
ELP,10.0180249851279
ERI,9.216055500495541
ESC,11.760195758564437
EUG,11.410727406318884
EVV,9.682408236347358
EWN,8.999033349444176
EWR,14.881203676465313
EYW,7.12473392933163
FAI,-2.4955872369314323
FAR,8.78739599929191
FAT,10.240633484162895
FAY,11.991164658634538
FCA,5.995358649789029
FLG,4.914875322441961
FLL,12.36848809992336
FLO,12.470238095238095
FNT,8.876813375952791
FSD,12.534610431423053
FSM,9.123199205166419
FWA,11.613808909898296
GCC,3.8284671532846715
GCK,6.434229137199434
GEG,4.7549011632636455
GFK,4.671822136297728
GGG,5.024547803617571
GJT,1.7983870967741935
GNV,10.416325602546612
GPT,7.155641087322588
GRB,7.2664829340682635
GRI,14.721261444557477
GRK,8.38353825136612
GRR,9.796161092793216
GSO,10.614876164689019
GSP,10.314896810506566
GST,-4.573170731707317
GTF,5.64972972972973
GTR,5.498519249753208
GUC,9.584070796460177
GUM,5.920454545454546
HDN,12.675854465270122
HGR,26.76086956521739
HHH,2.6871287128712873
HIB,3.5925324675324677
HLN,1.164360819037078
HNL,1.706459559048065
HOB,2.1394658753709197
HOU,12.94611671785871
HPN,15.683357879234167
HRL,9.55379188712522
HSV,7.246359654315142
HTS,18.10320284697509
HVN,10.375809935205183
HYA,34.39772727272727
HYS,11.188625592417061
IAD,10.234215855839874
IAG,13.091364205256571
IAH,8.179046688874548
ICT,8.19184536974709
IDA,5.360777058279371
IFP,-1.6888888888888889
ILM,8.21414913957935
IMT,7.520186335403727
IND,9.485569325459537
INL,2.3051643192488265
ISN,6.7785087719298245
ISP,13.995804665212283
ITH,13.802658486707566
ITO,-1.2380875724404379
JAC,11.186586826347305
JAN,9.471247691901873
JAX,10.17079191840447
JFK,11.704847599231245
JLN,12.75095785440613
