OP_CARRIER,ARR_DELAY
F9,14.213311436910223
B6,11.432515667085351
G4,9.98351752248088
YV,8.853066085110045
EV,8.80069995879603
OH,8.237350630587244
OO,7.04414061062361
UA,5.764874820097087
AA,5.432064851861034
MQ,5.357279690119755
NK,5.171453347805363
WN,4.519644279965065
9E,4.4527776720261585
YX,3.076687458231232
VX,1.7279776132454965
HA,0.8513103448275862
DL,-0.2898254677449602
AS,-0.5015618633709086
