Hour,TAXI_IN,TAXI_OUT
0,8.717906924460431,14.953068794964029
1,8.90339763892888,13.321767923985027
2,8.455549710678591,11.790110468174644
3,10.081451612903226,11.535483870967742
4,9.266310160427807,11.712299465240642
5,7.890237882023375,14.830887924502308
6,8.27882517297727,16.559420436285492
7,8.398741442133298,17.321173265142725
8,7.44108145511236,18.724950916844172
9,7.1261978751251425,18.170853855092908
10,7.125581586668982,17.454595105988172
11,7.252840575406279,17.179128557783297
12,7.369398931188364,16.517022753567296
13,7.474393702327401,16.27157735184823
14,7.347503712062719,16.68086001069074
15,7.567404435805354,17.34353711017827
16,7.607278859493853,16.98031383055064
17,7.90216213680026,17.47656156694136
18,7.850914964943779,17.739051316858614
19,7.423533640543462,16.950667949294814
20,6.583656091669106,17.413905289793952
21,6.285642925529701,16.723787851457168
22,5.954316318501409,16.052755285935476
23,7.1266083168636305,16.55991610535232
