OP_CARRIER,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
9E,3.6019266663142444,1.0151067230000366,3.8480706905175324,0.004322596648462693,5.43054770512002
AA,4.074265557613398,0.7081340026046609,2.916016046805364,0.02448359434478817,4.6421034491033115
AS,2.1965527484019027,0.19599936523695785,3.1971712354686055,0.030041381667555062,2.2825061746981823
B6,5.940480639979017,0.4714206091603554,4.337982361234058,0.030051473722173042,7.567633848070555
DL,3.0687044853852856,0.7693343291726492,2.4569722622231724,0.006283689900693471,2.659684203762208
EV,5.64064764157918,0.649351865542905,5.0777514909556904,0.0,5.168766326580906
F9,5.771474986462282,0.20597325779980838,3.95143916357729,0.0,10.93551880701462
G4,6.051225823884599,0.9221895428232922,2.3201795865767347,0.036987767743008285,6.941998108521009
HA,2.9925826833725497,0.18975669768164063,0.10362743809944698,0.01626793115392425,1.3347228360187762
MQ,2.672240972158878,1.0224357350144087,3.2477863250461994,0.009280374052790362,4.609193887858487
NK,2.3401730068453497,0.4064185085538489,7.061500300832113,0.03116166604229813,3.3466437353131493
OH,3.62928926189681,0.8623521764581246,2.0992936072714996,0.018218252728428447,6.649152292813612
OO,4.602831281801541,1.1900542152099693,2.9032910195482193,0.015038681783715285,5.59811635408203
UA,3.06669133558035,0.7929468358096096,4.246355570213896,0.0004890880278007932,5.249420414598634
VX,3.0044708545557444,0.1032258064516129,4.575438596491228,0.04533106960950764,2.7893604980192417
WN,3.0725938817879093,0.2611714743684531,1.6102996409749866,0.029941917205401344,4.7785009374870615
YV,4.9418652213927805,1.262115479366732,2.143614796084374,0.03062685346149913,6.029209158772509
YX,2.5488689930083206,0.5749691543547724,4.0938435255781584,0.00772564775854978,4.274298459299566
