ORIGIN,LATITUDE,LONGITUDE,Average Arrival Delay
ABE,40.65236278,-75.44040167,8.172159370388588
ABI,32.41132,-99.68189722,6.5353535353535355
ABQ,35.04022222,-106.6091944,3.650303132367801
ABR,45.44905556,-98.42183333,4.835597826086956
ABY,31.535515,-84.19447333,15.087525150905433
ACK,41.25305194,-70.06018139,18.891514500537056
ACT,31.61128833,-97.23051917,3.131853785900783
ACV,40.97811528,-124.1086189,11.868347338935575
ACY,39.45758333,-74.57716667,3.5342592592592594
ADK,51.87796389,-176.6460306,-1.683168316831683
ADQ,57.74996778,-152.4938553,-3.2022653721682848
AEX,31.32737167,-92.54855611,4.430538922155689
AGS,33.369955,-81.96449611,8.50776502363268
AKN,58.67680167,-156.6492175,1.4285714285714286
ALB,42.74811944,-73.80297861,2.6235489220563846
ALO,42.55708139,-92.40034361,7.137825421133231
AMA,35.2193725,-101.7059272,3.7319862752573387
ANC,61.17432028,-149.9961856,-4.7748093696856655
APN,45.0780675,-83.56028583,8.418333333333333
ART,43.99192222,-76.02173861,17.291666666666668
ASE,39.22316,-106.868845,10.521344800625489
ATL,33.64044444,-84.42694444,3.282599519911751
ATW,44.25740806,-88.51947556,4.167959282598158
AUS,30.19453278,-97.66987194,4.966373380259158
AVL,35.43619444,-82.54180556,8.1750167000668
AVP,41.33814944,-75.7242675,6.574428659666461
AZO,42.234875,-85.5520575,2.446566287183254
BDL,41.93887417,-72.68322833,1.9284782135866019
BET,60.77977639,-161.8379975,-4.420987654320988
BFL,35.43359806,-119.0567681,0.7562145660706499
BGM,42.20848278,-75.97961361,7.427942794279428
BGR,44.80744444,-68.82813889,6.278536459675341
BHM,33.56294306,-86.75354972,5.998100876947998
BIL,45.8076625,-108.5428611,0.44814185086227837
BIS,46.77411111,-100.7467222,3.6927995551848762
BJI,47.50942417,-94.93372333,2.869742198100407
BLI,48.79275,-122.5375278,-1.1661370857921016
BMI,40.47798556,-88.91595278,8.13768352365416
BNA,36.12447667,-86.67818222,5.393444420083315
BOI,43.56444444,-116.2227778,2.017253133357806
BOS,42.3643475,-71.00517917,6.222215273000188
BPT,29.95083333,-94.02069444,3.4687116564417177
BQK,31.25902778,-81.46630556,-0.5836614173228346
BQN,18.49486111,-67.12944444,8.071354705274043
BRD,46.39785806,-94.1372275,1.645367412140575
BRO,25.90683333,-97.42586111,2.942483141610472
BRW,71.2854475,-156.7660019,-8.516129032258064
BTM,45.95479528,-112.49746,-5.737777777777778
BTR,30.53316083,-91.14963444,7.6656346749226
BTV,44.47300361,-73.1503125,7.672770357604481
BUF,42.94052472,-78.73216667,4.663121541540756
BUR,34.20061917,-118.3584969,5.5173207503740365
BWI,39.17540167,-76.66819833,4.529116523675169
BZN,45.77690139,-111.1530072,4.225194132873167
CAE,33.93884,-81.11953944,3.5673555589078294
CAK,40.91631194,-81.44246556,10.417846830743848
CDC,37.70097028,-113.098575,-0.7326892109500805
CDV,60.49183389,-145.4776503,-3.823529411764706
CHA,35.03526833,-85.20378778,8.464658586343454
CHO,38.13863889,-78.45286111,10.587586464759768
CHS,32.89864639,-80.04050583,4.221086512113436
CID,41.88458833,-91.71087222,5.071341530962668
CIU,46.25075194,-84.47238528,9.83206106870229
CLE,41.41089417,-81.84939667,4.421100529100529
CLL,30.58858944,-96.36382417,5.763402747009304
CLT,35.21401111,-80.94312583,7.569207974494318
CMH,39.99798528,-82.89188278,5.668633762517882
CMI,40.03925,-88.27805556,3.931657848324515
CMX,47.16841722,-88.48906083,21.026086956521738
CNY,38.75495611,-109.7548439,4.235576923076923
COD,44.52019417,-109.0237961,7.61433868974042
COS,38.80580556,-104.70025,9.316597755463674
COU,38.81809306,-92.21962917,9.576051779935275
CPR,42.90835556,-106.4644661,-3.4122448979591837
CRP,27.77036083,-97.50121528,3.490566037735849
CRW,38.37315083,-81.59318972,8.845775592311131
CSG,32.51633333,-84.93886111,11.516935483870968
CVG,39.04614278,-84.6621725,6.278034968792626
CWA,44.77761917,-89.66677944,2.641536788691555
CYS,41.1557225,-104.8118381,16.087719298245613
DAB,29.17991667,-81.05805556,4.9767508610792195
DAL,32.84711389,-96.85177222,8.626381967119206
DAY,39.90237583,-84.219375,8.417168453517403
DBQ,42.40295944,-90.70916722,4.986387434554974
DCA,38.85208333,-77.03772222,5.169429858048834
DEN,39.85840806,-104.6670019,5.463320512875362
DFW,32.89595056,-97.0372,9.500988236327567
DHN,31.32133917,-85.44962889,10.06588579795022
DLG,59.0454125,-158.5033389,-3.0123456790123457
DLH,46.84209028,-92.19364861,7.48231862923806
DRO,37.15151667,-107.7537692,6.376065573770492
DRT,29.37181222,-100.9232339,-9.805309734513274
DSM,41.53493306,-93.66068222,5.488556107768768
DTW,42.21205889,-83.34883583,2.031723756123625
DVL,48.11424528,-98.90877833,9.229202037351444
EAU,44.86525722,-91.48507194,15.070301291248207
EGE,39.64256778,-106.9176953,16.28880345987506
EKO,40.82492611,-115.7916964,-3.2317262830482116
ELM,42.15991361,-76.89144333,5.430722891566265
ELP,31.80666667,-106.3778056,5.415965634508681
ERI,42.08202139,-80.17621556,2.636904761904762
ESC,45.72266972,-87.09373139,8.274959083469723
EUG,44.12326,-123.2186856,5.9395874263261295
EVV,38.03799139,-87.53062667,5.104096709200806
EWN,35.07297222,-77.04294444,3.8167716917111005
EWR,40.69249722,-74.16866056,8.995953282737366
EYW,24.55611111,-81.75955556,2.9924844320377924
FAI,64.8136775,-147.8596694,-7.396645512239347
FAR,46.91934889,-96.81498889,5.635572139303482
FAT,36.77619444,-119.7181389,7.236266230818124
FAY,34.99147222,-78.88,7.616497054097483
FCA,48.31140472,-114.2550694,2.1512071156289707
FLG,35.13845472,-111.6712183,1.466838931955211
FLL,26.07258333,-80.15275,7.444129378038141
FLO,34.18536111,-79.72388889,5.616766467065868
FNT,42.96550333,-83.74345639,5.674395658608781
FSD,43.58135111,-96.74170028,9.798741123305359
FSM,35.33659028,-94.36744111,8.567231075697212
FWA,40.97846583,-85.19514639,7.923364485981309
GCC,44.34889806,-105.5393614,5.478102189781022
GCK,37.92751556,-100.7244147,2.1522048364153625
GEG,47.61985556,-117.5338425,0.24223653109462873
GFK,47.949255,-97.17611111,0.6021245774987929
GGG,32.38486111,-94.71171,4.69559585492228
GJT,39.1224125,-108.5267347,-1.8498247506066325
GNV,29.69005556,-82.27177778,7.553070075325269
GPT,30.40728028,-89.07009278,3.9835828102366007
GRB,44.48507333,-88.12959,4.246866369237306
GRI,40.96747222,-98.30861111,10.92094455852156
GRK,31.06489778,-97.82779778,6.030769230769231
GRR,42.88081972,-85.52276778,5.593473386049805
GSO,36.09774694,-79.9372975,5.489740518962076
GSP,34.89566722,-82.21885833,5.077287778446719
GST,58.42438139,-135.7073814,-3.8536585365853657
GTF,47.48200194,-111.3706853,0.36585365853658536
GTR,33.45033444,-88.59136861,3.0287698412698414
GUC,38.53396333,-106.9331817,5.28
GUM,13.48345,-144.7959825,2.0195121951219512
HDN,40.48118028,-107.2176597,5.779379157427938
HIB,47.38659917,-92.83899333,-3.515447154471545
HLN,46.60681806,-111.9827503,-2.685
HNL,21.31869111,-157.9224072,-0.3456840473908522
HOB,32.68752778,-103.2170278,2.9702380952380953
HOU,29.64541861,-95.27888889,6.870654468684025
HPN,41.06695778,-73.70757444,11.334810126582278
HRL,26.22850611,-97.65439389,6.743084167157151
HSV,34.6404475,-86.77310944,3.308423428775098
HTS,38.36666667,-82.55802778,14.161904761904761
HYA,41.66933639,-70.28035583,25.954545454545453
HYS,38.84494167,-99.27403361,9.555028462998102
IAD,38.94453194,-77.45580972,5.767853967877675
IAH,29.98047222,-95.33972222,3.7931088762571052
ICT,37.64995889,-97.43304583,4.4025673197567805
IDA,43.51455556,-112.0701667,1.923148148148148
ILM,34.27061111,-77.90255556,2.732
IMT,45.81835417,-88.1145425,2.4074650077760498
IND,39.71732917,-86.29438417,5.197152861728292
INL,48.56618722,-93.40306667,-2.378716744913928
ISN,48.17793861,-103.6423467,7.270787343635026
ISP,40.7952425,-73.10021194,7.927034297242771
ITH,42.49102778,-76.45844444,7.362333674513818
ITO,19.72026306,-155.0484703,-1.439032258064516
JAC,43.60732417,-110.7377389,7.211237038823246
JAN,32.31116667,-90.07588889,6.393192954575553
JAX,30.49405556,-81.68786111,5.28995046923879
JFK,40.63975111,-73.77892556,2.6754944233186424
JLN,37.15181361,-94.49826833,14.395646606914212
JMS,46.92971944,-98.67819528,7.544776119402985
JNU,58.35496194,-134.5762764,-4.102087634778619
KOA,19.73876583,-156.0456314,-2.664767776958649
KTN,55.35556861,-131.71374,-1.2485404503753128
LAN,42.7787,-84.58735806,5.99593849724398
LAR,41.31205,-105.6749864,10.489465153970826
LAS,36.08036111,-115.1523333,4.2421330861351905
LAW,34.56771444,-98.41663667,5.189335394126739
LAX,33.94253611,-118.4080744,1.4564367648133265
LBB,33.66363889,-101.8227778,6.137710168134507
LCH,30.1260975,-93.22340361,1.9005786428195686
LEX,38.03697222,-84.60538889,5.7052738336713995
LFT,30.20527972,-91.987655,5.418615107913669
LGA,40.77724306,-73.87260917,3.979677979788093
LGB,33.81772222,-118.1516111,3.0097721822541965
LIH,21.97598306,-159.3389581,-0.31787282254638155
LIT,34.72939611,-92.22424556,2.7570014578377964
LNK,40.85097222,-96.75925,9.829142857142857
LRD,27.54373861,-99.46154361,5.594367381252627
LSE,43.87937972,-91.25653778,4.714836223506744
LWB,37.85830556,-80.39947222,22.57706093189964
