FL_DATE,Average Arrival Delay
2014-01-01,19.79542746499851
2014-01-02,38.035535775419376
2014-01-03,37.91642610716046
2014-01-04,38.973327305605785
2014-01-05,44.44282055145397
2014-01-06,38.854280783372104
2014-01-07,25.480036855036854
2014-01-08,17.88584040747029
2014-01-09,13.91138342470171
2014-01-10,16.625595161497877
2014-01-11,15.571319538670284
2014-01-12,-0.017874329712635775
2014-01-13,-1.335540557748631
2014-01-14,-0.6195696581778565
2014-01-15,2.191819743623629
2014-01-16,6.368447837150128
2014-01-17,3.953341740226986
2014-01-18,2.884358345317655
2014-01-19,-3.378494010268112
2014-01-20,-0.45834138797602936
2014-01-21,5.765061624435428
2014-01-22,6.912161689628645
2014-01-23,7.297323258196721
2014-01-24,9.076871433366902
2014-01-25,2.0033588042656816
2014-01-26,4.627693814721523
2014-01-27,5.546678159395306
2014-01-28,3.497477045247746
2014-01-29,14.973969631236443
2014-01-30,18.33766323978883
2014-01-31,8.045318400833441
2014-02-01,5.094122768828908
2014-02-02,6.45075190929848
2014-02-03,15.623070618767928
2014-02-04,8.241124474713809
2014-02-05,17.712815157392214
2014-02-06,21.972803070407622
2014-02-07,12.041756980747163
2014-02-08,7.573912305996099
2014-02-09,13.319086528388853
2014-02-10,11.781799244889989
2014-02-11,4.214155947968898
2014-02-12,7.1037227627241295
2014-02-13,13.213996285666047
2014-02-14,18.186939985818345
2014-02-15,10.916572352465643
2014-02-16,3.4349055302716867
2014-02-17,8.712801869644249
2014-02-18,8.710233485559915
2014-02-19,2.1254674644727003
2014-02-20,11.158094996512144
2014-02-21,26.58991060025543
2014-02-22,4.552406832298137
2014-02-23,3.6847306760913674
2014-02-24,0.031793494843473484
2014-02-25,0.081787467329636
2014-02-26,6.455605551682616
2014-02-27,7.954503816793893
2014-02-28,11.552454461253474
2014-03-01,14.442927448801397
2014-03-02,15.952571428571428
2014-03-03,11.223459892684915
2014-03-04,4.1951599299292806
2014-03-05,7.990045702122331
2014-03-06,6.716964070412346
2014-03-07,3.7263303802808414
2014-03-08,3.4027294050749877
2014-03-09,0.7954687304955685
2014-03-10,-1.9694240341313107
2014-03-11,-2.2999086201644836
2014-03-12,11.395105560134407
2014-03-13,7.319204823592622
2014-03-14,2.5405868115000887
2014-03-15,2.8463280033960663
2014-03-16,6.8711191787681525
2014-03-17,14.637897782063645
2014-03-18,7.207725947521866
2014-03-19,3.964883846569422
2014-03-20,2.5308416715715127
2014-03-21,0.7251894940948351
2014-03-22,2.0817331363860165
2014-03-23,3.1783918037876435
2014-03-24,1.7767978691920687
2014-03-25,3.6550130722928196
2014-03-26,4.66196757018393
2014-03-27,4.837250818208866
2014-03-28,8.147130249363265
2014-03-29,20.465894557339777
2014-03-30,9.091057318449767
2014-03-31,7.072273166023166
2014-04-01,1.9388605547953726
2014-04-02,0.636469292879863
2014-04-03,15.352976913730256
2014-04-04,10.893283716463598
2014-04-05,-0.9679854809437387
2014-04-06,8.291656115472271
2014-04-07,12.582995215890511
2014-04-08,2.7950021702734547
2014-04-09,-0.939757560915881
2014-04-10,0.5182755947766978
2014-04-11,0.5202879581151832
2014-04-12,-2.9854821724086054
2014-04-13,6.851903201411646
2014-04-14,11.489329360977687
2014-04-15,15.29111111111111
2014-04-16,4.804783571077226
2014-04-17,2.5465490523304326
2014-04-18,0.7540290939820125
2014-04-19,-3.35835942870236
2014-04-20,-3.8638821919593407
2014-04-21,-1.2745635464458083
2014-04-22,-2.210815822002472
2014-04-23,0.1109480122324159
2014-04-24,3.5171632896305125
2014-04-25,2.8914858096828047
2014-04-26,-0.7797592174567344
2014-04-27,12.666455093621073
2014-04-28,9.814982768002903
2014-04-29,11.151790863074261
2014-04-30,19.04820271815064
2014-05-01,8.49105105105105
2014-05-02,3.7004534065147356
2014-05-03,-1.7071034951309731
2014-05-04,-0.032664107244005286
2014-05-05,-0.11258913056504284
2014-05-06,-2.0262470380946596
2014-05-07,0.7490657022302591
2014-05-08,19.15924603920095
2014-05-09,16.605486885740127
2014-05-10,3.679405848677085
2014-05-11,8.982345276872964
2014-05-12,20.050322910672037
2014-05-13,18.332294429708224
2014-05-14,11.855283261015707
2014-05-15,18.070946353224834
2014-05-16,13.572819618921681
2014-05-17,1.1722975503783055
2014-05-18,2.7779991284317997
2014-05-19,3.850700396004492
2014-05-20,2.132611064035831
2014-05-21,7.299266121270453
2014-05-22,17.184910886319845
2014-05-23,8.763807494228379
2014-05-24,-2.519969040247678
2014-05-25,-2.4293658762647716
2014-05-26,4.938590983297752
2014-05-27,17.207279955276725
2014-05-28,8.870138510857073
2014-05-29,3.7173784455222996
2014-05-30,6.029279545723412
2014-05-31,-0.9000967765949527
2014-06-01,2.323782055301273
2014-06-02,3.51980198019802
2014-06-03,1.9859973095267214
2014-06-04,3.1587301587301586
2014-06-05,5.79214739816341
2014-06-06,7.884822263797942
2014-06-07,0.6145631763778399
2014-06-08,14.496385542168674
2014-06-09,21.149764008229457
2014-06-10,17.085225914415492
2014-06-11,18.643945277495668
2014-06-12,20.447679324894516
2014-06-13,21.309423769507802
2014-06-14,10.763238359972203
2014-06-15,7.456806041628292
2014-06-16,7.722154222766218
2014-06-17,4.2964888707133255
2014-06-18,20.802804078659868
2014-06-19,24.039494280553882
2014-06-20,10.351882065027386
2014-06-21,10.082706247842596
2014-06-22,7.2301127704968
2014-06-23,19.889849713740457
2014-06-24,15.545286616613037
2014-06-25,24.885236971127657
2014-06-26,13.666099806485663
2014-06-27,12.422676235675425
2014-06-28,6.461706335674828
2014-06-29,3.090419606386929
2014-06-30,9.562097120756338
2014-07-01,6.176718527242298
2014-07-02,15.816209628275441
2014-07-03,22.245791453413084
2014-07-04,3.1644153476423305
2014-07-05,-0.5279339548786564
2014-07-06,2.5389719067543335
2014-07-07,7.747603276974028
2014-07-08,13.359036429119678
2014-07-09,10.16196489602039
2014-07-10,7.902433411954208
2014-07-11,5.537735305969719
2014-07-12,12.384498898678414
2014-07-13,8.44396656166707
2014-07-14,17.19475071907958
2014-07-15,18.49141643918714
2014-07-16,14.175524475524476
2014-07-17,14.232166249851137
2014-07-18,6.251294740476465
2014-07-19,1.7382381017318969
2014-07-20,1.55352746922846
2014-07-21,8.061118485600508
2014-07-22,2.246551423083639
2014-07-23,15.57509416195857
2014-07-24,14.65016807696766
2014-07-25,5.3956544291395305
2014-07-26,2.1927645051194538
2014-07-27,11.400986481549142
2014-07-28,8.537720057720058
2014-07-29,4.325896229155773
2014-07-30,3.319886560944554
2014-07-31,4.909247856361858
2014-08-01,15.57618964817713
2014-08-02,4.2146168530133625
2014-08-03,10.066888016903109
2014-08-04,9.982591539488192
2014-08-05,2.8455501947334767
2014-08-06,2.0403841703309418
2014-08-07,8.839330060641062
2014-08-08,13.855200703193672
2014-08-09,10.276261889884053
2014-08-10,6.482089093701997
2014-08-11,9.947032284525692
2014-08-12,16.527744270205066
2014-08-13,6.12794593006171
2014-08-14,1.1515680456158726
2014-08-15,5.500174743709226
2014-08-16,0.4181068202830524
2014-08-17,14.372119380430677
2014-08-18,6.56931216931217
2014-08-19,13.59797841994295
2014-08-20,10.3931718061674
2014-08-21,15.849997004732522
2014-08-22,6.0514218009478675
2014-08-23,3.997354497354497
2014-08-24,0.6077892897266259
2014-08-25,11.23623586923312
2014-08-26,5.3265293460727134
2014-08-27,-0.71350531107739
2014-08-28,2.2015828952808456
2014-08-29,5.709837812241032
2014-08-30,-2.8291510510021185
2014-08-31,-0.7370521107653021
2014-09-01,-0.5267427122940431
2014-09-02,6.979322264057775
2014-09-03,0.4161981958425938
2014-09-04,6.727444343184481
2014-09-05,5.2689700559394534
2014-09-06,1.9046753675863208
2014-09-07,8.24493613727261
2014-09-08,3.9905224787363305
2014-09-09,-0.03804971319311663
2014-09-10,-0.3804698879108353
2014-09-11,2.7353639963448066
2014-09-12,8.744152135609697
2014-09-13,-2.9169017490126543
2014-09-14,-1.6319949012109625
2014-09-15,-0.7531357934920924
2014-09-16,1.0272640610104862
2014-09-17,-0.7161246191157267
2014-09-18,10.447935094247544
2014-09-19,4.1729932301740815
2014-09-20,0.021510554619150815
2014-09-21,4.320600012712133
2014-09-22,2.664002422040569
2014-09-23,-2.0735546106492353
2014-09-24,0.7700006216199415
2014-09-25,3.439289420670289
2014-09-26,14.020378657487091
2014-09-27,10.279542566709022
2014-09-28,8.701200211026114
2014-09-29,13.612325797460514
2014-09-30,10.22352335606743
2014-10-01,10.255179258156556
2014-10-02,19.303558741845894
2014-10-03,19.51101647842992
2014-10-04,3.9328675821087287
2014-10-05,4.33808618504436
2014-10-06,14.974751197935865
2014-10-07,4.800388812241314
2014-10-08,5.256081163671923
2014-10-09,9.786806307933068
2014-10-10,14.272964446062371
2014-10-11,4.284665192672142
2014-10-12,7.900964956830879
2014-10-13,27.696208085239736
2014-10-14,12.75349188372971
2014-10-15,7.540944593605077
2014-10-16,3.5406896551724136
2014-10-17,-0.2691567424515819
2014-10-18,-4.563237376120812
2014-10-19,-0.0877303314256965
2014-10-20,0.994525327878715
2014-10-21,-2.1243998254037537
2014-10-22,3.9633078101071977
2014-10-23,4.470032494885064
2014-10-24,-1.8601407011003548
2014-10-25,-3.0352569169960475
2014-10-26,-2.8549744897959184
2014-10-27,-2.3479131278815824
2014-10-28,-5.381371164462704
2014-10-29,-5.846498140326546
2014-10-30,-4.592702903946389
2014-10-31,4.912658496847772
2014-11-01,2.4844807660558033
2014-11-02,2.2062277002919233
2014-11-03,-3.5817994671833375
2014-11-04,-1.1850693765878444
2014-11-05,-1.946027262679602
2014-11-06,6.778264306999939
2014-11-07,0.12141000060463147
2014-11-08,-6.137240998975813
2014-11-09,-1.7377250145170655
2014-11-10,1.9633643248568438
2014-11-11,-0.3405313523042055
2014-11-12,6.793699814700433
2014-11-13,7.017099738331407
2014-11-14,2.316159534489029
2014-11-15,0.4910580634995667
2014-11-16,10.43700555737169
2014-11-17,20.325591531755915
2014-11-18,5.08751510525981
2014-11-19,6.171799329442444
2014-11-20,3.426025493868181
2014-11-21,2.5351400180668473
2014-11-22,6.133876144993345
2014-11-23,5.228085806318964
2014-11-24,5.847993880814964
2014-11-25,10.904916030534352
2014-11-26,15.578341711586216
2014-11-27,-4.281496638409822
2014-11-28,-3.214869347140199
2014-11-29,1.4864253393665159
2014-11-30,11.855330540037244
2014-12-01,6.847892630091829
2014-12-02,12.776232371587527
2014-12-03,11.186138742604513
2014-12-04,6.0212605359164675
2014-12-05,6.189516635279347
2014-12-06,-2.0466213978138454
2014-12-07,-0.4587118917827579
2014-12-08,2.5705042816365364
2014-12-09,7.100992927094668
2014-12-10,6.9799270072992705
2014-12-11,7.3956802634912595
2014-12-12,6.025255972696246
2014-12-13,-3.9136119155978486
2014-12-14,1.8316381882289123
2014-12-15,4.515601120733571
2014-12-16,3.862201894805619
2014-12-17,5.1874364837398375
2014-12-18,8.016013691094676
2014-12-19,14.466367441014132
2014-12-20,8.000535833891494
2014-12-21,8.168306643514052
2014-12-22,12.140589711417817
2014-12-23,20.37282031842305
2014-12-24,7.70455263989883
2014-12-25,-2.207329676444868
2014-12-26,9.63776840014894
2014-12-27,11.946339490359984
2014-12-28,8.193949044585986
2014-12-29,12.044919044919045
2014-12-30,16.10180634454586
2014-12-31,5.783746344466677
