ORIGIN,Average Departure Delay
ABE,9.158730158730158
ABI,10.866249078850405
ABQ,11.299876695437732
ABR,1.2530612244897958
ABY,6.254582484725051
ACK,4.442748091603053
ACT,7.815805109922757
ACV,16.01969208736126
ACY,12.056485355648535
ADK,3.9081632653061225
ADQ,-2.2896825396825395
AEX,9.774673549954448
AGS,7.550730207532667
AKN,4.111111111111111
ALB,9.413501026694044
ALO,10.671497584541063
AMA,12.498151308304893
ANC,2.509514121589277
APN,0.12622950819672132
ART,8.626865671641792
ASE,16.728962572218034
ATL,9.678185994373132
ATW,13.211462450592885
AUS,10.60441493853805
AVL,9.618220597196832
AVP,9.997524752475247
AZO,3.743739079790332
BDL,7.054065460001875
BET,-1.4575569358178053
BFL,4.722670807453416
BGR,6.204865556978233
BHM,11.833893107476635
BIL,1.8021223470661674
BIS,7.481764970733904
BJI,0.9661971830985916
BKG,11.873456790123457
BLI,0.9597388465723613
BMI,8.188748335552596
BNA,12.46377716941959
BOI,8.132241813602015
BOS,7.9198944717592035
BPT,14.148221343873518
BQK,9.991902834008098
BQN,7.286642599277978
BRD,5.134857142857143
BRO,8.934042553191489
BRW,6.395170142700329
BTM,-1.9417344173441735
BTR,12.823883161512027
BTV,12.131328320802005
BUF,8.64933093444282
BUR,7.354459641687536
BWI,14.215698351549902
BZN,6.820970580839829
CAE,12.547172619047618
CAK,6.759658580413298
CDC,-0.8721109399075501
CDV,-1.8579387186629526
CEC,23.8649885583524
CHA,9.073813249869588
CHO,11.353689567430026
CHS,10.330932553079752
CIC,15.925405405405405
CID,13.432039610285896
CIU,11.515503875968992
CLD,4.829987709954937
CLE,10.823613872321626
CLL,6.114406779661017
CLT,8.311179752889597
CMH,12.065806500723149
CMI,11.655111891180342
CMX,18.410216718266255
CNY,-3.7640232108317213
COD,4.456204379562044
COS,11.367374452308729
COU,9.480182926829269
CPR,4.197573656845754
CRP,12.20935274078662
CRW,14.549072512647555
CSG,9.912062256809339
CVG,10.054572564612325
CWA,12.09231962761831
DAB,7.464912280701754
DAL,15.113847573894985
DAY,10.174522154648132
DBQ,9.231227651966627
DCA,7.252924371420043
DEN,14.07476149803188
DFW,12.303935420254021
DHN,7.588715664439495
DIK,7.0519480519480515
DLG,15.233766233766234
DLH,13.600454029511917
DRO,6.833249115715008
DSM,12.722676735892595
DTW,8.997505396977692
DVL,9.376146788990825
EAU,12.117117117117116
ECP,8.159852216748769
EGE,24.043889845094665
EKO,-0.209375
ELM,9.124210526315789
ELP,10.224430812787542
ERI,15.780361757105943
ESC,14.822222222222223
EUG,7.486732673267327
EVV,10.511060507482108
EWN,8.014157014157014
EWR,14.92872625391627
EYW,1.514828303850156
FAI,2.7041442824251725
FAR,11.276591458501208
FAT,10.575719284603421
FAY,9.499757634512845
FCA,3.0748898678414096
FLG,1.1588732394366197
FLL,12.469537449808719
FNT,6.999286902781079
FOE,17.061757719714965
FSD,12.124150430448573
FSM,6.010130856901646
FWA,10.896075778078485
GCC,6.226012793176972
GCK,14.476858345021038
GEG,4.574310326027696
GFK,1.1400264200792602
GGG,6.686746987951807
GJT,3.1604292790313706
GNV,7.7357910906298
GPT,8.165768854064643
GRB,8.952627045650301
GRI,5.844984802431611
GRK,7.291383468537601
GRR,10.516149404547095
GSO,9.661830620429347
GSP,11.01892922729199
GST,11.279411764705882
GTF,1.7095946639302206
GTR,8.167004048582996
GUC,15.13170731707317
GUM,19.08888888888889
HDN,10.229299363057326
HIB,0.216260162601626
HLN,-0.27671232876712326
HNL,1.6474692321026174
HOB,5.603361344537815
HOU,15.655240111306485
HPN,11.304162072767365
HRL,9.739924771628157
HSV,9.645727406921436
HYA,4.733333333333333
HYS,0.6788617886178862
IAD,15.281267806267806
IAH,11.926782522052575
ICT,10.697396596416095
IDA,1.7534059945504088
ILG,19.20940170940171
ILM,7.297597864768683
IMT,5.506153846153846
IND,10.504556752278376
INL,4.0047846889952154
ISN,8.572797640987837
ISP,14.919275123558485
ITO,-1.7675185490519374
JAC,9.195645946720138
JAN,10.80442568431824
JAX,8.488713423130516
JFK,10.934926283680731
JLN,9.036549707602338
JMS,5.333333333333333
JNU,3.205115945493665
KOA,0.7226883093197155
KTN,4.575809199318569
LAN,13.597104945717732
LAR,10.619392185238784
LAS,12.016849676759803
LAW,4.485935302390999
LAX,9.965159286150259
LBB,10.077153676238561
LCH,5.944444444444445
LEX,10.991100617508172
LFT,8.913854639844256
LGA,10.518793616709775
LGB,4.685371618664099
LIH,-0.9090336512506748
LIT,13.421595547309833
LMT,0.7560137457044673
LNK,13.496967071057192
LRD,7.3903394255874675
LSE,10.409335727109514
LWS,-3.0328125
MAF,10.664633515972294
MBS,10.2277081798084
MCI,10.86964533521396
MCN,67.0
MCO,12.808507326007327
MDT,10.566925064599483
MDW,17.744203353566363
MEI,13.523809523809524
MEM,10.070866141732283
MFE,7.321033210332104
MFR,12.963970088375255
MGM,9.075642523364486
MHK,7.522475189725627
MHT,8.001981103322159
MIA,7.768607321356207
MKE,10.929438009962412
MKG,13.405688622754491
MLB,6.644948755490483
MLI,11.384862385321101
MLU,8.76255131038838
MMH,12.278350515463918
MOB,10.588940955951266
MOD,11.43020594965675
MOT,6.325974025974026
MQT,20.4247491638796
MRY,7.174081679215149
MSN,9.119621002763521
MSO,5.0810411120970125
MSP,7.9308954711802375
MSY,10.147432523870386
MTJ,10.888407367280607
MVY,15.683544303797468
MYR,7.2150029533372715
OAJ,9.358823529411765
OAK,11.916518317249134
OGG,1.2063898933492012
OKC,10.28481200039475
OMA,9.201258843112775
OME,4.042857142857143
ONT,8.801811612136811
ORD,16.719317257207074
ORF,10.642957130358704
ORH,3.9490538573508007
OTH,20.72594752186589
OTZ,2.456090651558074
PAH,9.26126126126126
PBI,12.803375871119558
PDX,5.710905485789821
PHF,9.67918932278794
PHL,10.440963922785535
PHX,9.429921022752222
PIA,10.335257082896117
PIB,15.347826086956522
PIH,-2.2185792349726774
PIT,7.387688984881209
PLN,3.165071770334928
PNS,7.455268138801262
PPG,18.4375
PSC,1.4075993091537133
PSE,2.8618925831202047
PSG,2.8753501400560224
PSP,10.31959489211801
PUB,13.085339168490153
PVD,6.972784544309114
PWM,8.984425566343042
RAP,10.14750482492418
RDD,15.36208625877633
RDM,5.5858823529411765
RDU,9.43604774535809
RHI,1.498486377396569
RIC,9.82830154839481
RKS,-0.098676293622142
RNO,8.686055724283639
ROA,15.608382726502963
ROC,11.363431997002623
ROW,7.998013902681231
RST,8.406614785992218
RSW,9.622354195218517
SAF,9.9474505723205
SAN,9.477946903589487
SAT,9.439062266686577
SAV,12.783695160560832
SBA,10.533274956217163
SBN,8.148608137044969
SBP,11.14423076923077
SCC,1.8415841584158417
SCE,16.229508196721312
SDF,12.550617989569194
SEA,6.340789194083354
SFO,12.958529990167158
SGF,13.025379139585267
SGU,2.2089136490250696
SHV,13.905990644333786
SIT,5.264984227129338
SJC,8.586500811765829
SJT,7.98812351543943
SJU,9.066047672921625
SLC,4.614061545863326
SMF,9.235064747508785
SMX,2.6461794019933556
SNA,8.342897022332506
SPI,12.631961259079903
SPN,-5.0
SPS,5.635897435897436
SRQ,12.736043360433605
STC,17.186788154897496
STL,12.675093341630367
STT,6.5448192771084335
STX,3.0
SUN,6.197604790419161
SUX,8.94
SWF,8.213896457765667
SYR,10.57228817693934
TLH,8.362835959221501
TOL,6.426931106471816
TPA,10.910496376529261
TRI,5.638915318744053
TTN,16.54018874064432
TUL,9.839734204302287
TUS,7.6915727584517395
TVC,10.537269681742044
TWF,-1.7147177419354838
TXK,7.23629112662014
TYR,7.414268821442649
TYS,13.457125819916518
UST,24.098837209302324
VEL,-4.699410609037328
VLD,7.070422535211268
VPS,8.475712236113958
WRG,0.6839887640449438
WYS,-0.47191011235955055
XNA,14.064198268139743
YAK,-1.8593314763231197
YUM,2.289073305670816
