OP_CARRIER,ARR_DELAY
F9,12.86134780152528
MQ,11.492524101002903
EV,11.190910559971682
WN,9.927697480066774
AA,8.30054259287707
OO,7.665921959148437
UA,6.938598987199789
B6,6.912537511268817
VX,5.255257992148065
US,3.065029728647807
DL,2.3181249211356465
FL,2.1771184044822536
HA,0.4179016323024055
AS,-0.3006821539718965
