OP_CARRIER,Cancellation Rate
AA,0.015728188924245438
AS,0.004736142570995339
B6,0.024333882007104724
DL,0.008123692019365922
EV,0.04974774824677379
F9,0.004176708706741231
FL,0.019070381785017926
HA,0.002114221484772253
MQ,0.053873048451620956
OO,0.029864770076505228
UA,0.01485224749153037
US,0.016246849866759915
VX,0.005825073900191271
WN,0.012910415423370533
