OP_CARRIER,Cancellation Rate
AA,0.011883061143035226
AS,0.004597247292418773
B6,0.01344199268602663
DL,0.004460599124786236
EV,0.024214342450966413
F9,0.012394739332008705
HA,0.0015366784305043692
NK,0.01902329249849854
OO,0.013938834821671704
UA,0.010035463530171521
VX,0.009678679417253802
WN,0.012209837438165862
