OP_CARRIER,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
AA,3.9696105500850196,0.6022460483654913,2.893347694629276,0.023915931743749282,4.221567094407296
AS,1.651664034296029,0.18743231046931408,1.949052346570397,0.027882445848375452,1.8057197653429602
B6,4.614203835410818,0.49861048666598223,3.603360321163439,0.044039607325301884,6.301547404530699
DL,3.645030159979019,0.5332106560201832,2.017902001200764,0.006302926265732932,2.6384703916354013
EV,5.1395894010061305,0.2544512108189576,2.7961404509256806,0.0,4.660636672844661
F9,3.9291533940980434,0.27545967767369983,4.417457764321233,0.0,7.369897288716477
HA,2.2062665225488027,0.13847035382671996,0.09946737162874891,0.01041815885087708,1.1126984333693628
NK,2.3803138951801386,0.21706379930390235,8.931396030362015,0.02662103199010123,3.4473838450350582
OO,3.728205923757247,0.5407214989115958,2.2864557632609546,0.011593691051650925,4.569366580133447
UA,3.4029064316863797,0.5709995284983314,3.0396556753573414,0.0038123753593594916,4.645328005547942
VX,2.4908204453060576,0.639472808553117,4.701812763125534,0.05287828590442847,4.974855687851738
WN,2.5102174468464975,0.3958623842197124,1.4598605249629841,0.015097226198281726,4.515150325831663
