ORIGIN,LATITUDE,LONGITUDE,Average Arrival Delay
BUF,42.94052472,-78.73216667,0.5093698692181396
BUR,34.20061917,-118.3584969,4.5278154681139755
BWI,39.17540167,-76.66819833,2.260505181072662
BZN,45.77690139,-111.1530072,-0.7880228136882129
CAE,33.93884,-81.11953944,5.275956910382764
CAK,40.91631194,-81.44246556,2.044086639831321
CDC,37.70097028,-113.098575,-2.408
CDV,60.49183389,-145.4776503,-7.583098591549295
CHA,35.03526833,-85.20378778,8.659551056338028
CHO,38.13863889,-78.45286111,8.331771720613288
CHS,32.89864639,-80.04050583,2.704153577661431
CID,41.88458833,-91.71087222,2.485512206251426
CIU,46.25075194,-84.47238528,7.523598820058997
CLE,41.41089417,-81.84939667,2.2170750611101173
CLL,30.58858944,-96.36382417,-3.2497753818508537
CLT,35.21401111,-80.94312583,3.4733696398334173
CMH,39.99798528,-82.89188278,0.7847990170265052
CMX,47.16841722,-88.48906083,14.901591895803184
COD,44.52019417,-109.0237961,1.2373626373626374
COS,38.80580556,-104.70025,6.156636842750337
CPR,42.90835556,-106.4644661,-3.4076870281400136
CRP,27.77036083,-97.50121528,-1.4869325997248968
CRW,38.37315083,-81.59318972,7.18433734939759
CSG,32.51633333,-84.93886111,2.902936378466558
CVG,39.04614278,-84.6621725,3.108912830558276
CWA,44.77761917,-89.66677944,3.556978233034571
DAB,29.17991667,-81.05805556,1.346094946401225
DAL,32.84711389,-96.85177222,7.088590308370044
DAY,39.90237583,-84.219375,2.007233841799025
DCA,38.85208333,-77.03772222,2.726396942540854
DEN,39.85840806,-104.6670019,3.3001645550270213
DFW,32.89595056,-97.0372,7.71775557820349
DHN,31.32133917,-85.44962889,5.790204678362573
DLG,59.0454125,-158.5033389,-1.4578313253012047
DLH,46.84209028,-92.19364861,6.967983367983368
DRO,37.15151667,-107.7537692,6.711908476339054
DSM,41.53493306,-93.66068222,1.9106677099634846
DTW,42.21205889,-83.34883583,2.1875870608264973
DVL,48.11424528,-98.90877833,3.25354609929078
EAU,44.86525722,-91.48507194,3.025757575757576
EGE,39.64256778,-106.9176953,3.705357142857143
EKO,40.82492611,-115.7916964,-0.988835725677831
ELM,42.15991361,-76.89144333,-3.4232456140350878
ELP,31.80666667,-106.3778056,3.6479437422111447
ERI,42.08202139,-80.17621556,7.17941585535466
ESC,45.72266972,-87.09373139,4.155591572123177
EUG,44.12326,-123.2186856,7.94092342988242
EVV,38.03799139,-87.53062667,6.660328113348248
EWN,35.07297222,-77.04294444,7.424892703862661
EWR,40.69249722,-74.16866056,5.1401226339642765
EYW,24.55611111,-81.75955556,0.6589994249568718
FAI,64.8136775,-147.8596694,-2.868805848903331
FAR,46.91934889,-96.81498889,3.9935583612471013
FAT,36.77619444,-119.7181389,5.826504559270517
FAY,34.99147222,-78.88,2.5268496420047732
FCA,48.31140472,-114.2550694,-2.3346137430644474
FLG,35.13845472,-111.6712183,0.8153252480705623
FLL,26.07258333,-80.15275,6.18432657635708
FNT,42.96550333,-83.74345639,-2.6759453781512605
FSD,43.58135111,-96.74170028,4.628626692456479
FSM,35.33659028,-94.36744111,-0.7489102005231038
FWA,40.97846583,-85.19514639,4.401546267214303
GCC,44.34889806,-105.5393614,-4.37819253438114
GCK,37.92751556,-100.7244147,20.20863309352518
GEG,47.61985556,-117.5338425,-0.44040930979133225
GFK,47.949255,-97.17611111,0.2768729641693811
GGG,32.38486111,-94.71171,15.841961852861035
GJT,39.1224125,-108.5267347,-2.4599447513812156
GNV,29.69005556,-82.27177778,4.296640141467727
GPT,30.40728028,-89.07009278,1.5904546920348275
GRB,44.48507333,-88.12959,0.39340239912758995
GRI,40.96747222,-98.30861111,11.961538461538462
GRK,31.06489778,-97.82779778,-0.18950131233595802
GRR,42.88081972,-85.52276778,0.9009397457158651
GSO,36.09774694,-79.9372975,2.537290715372907
GSP,34.89566722,-82.21885833,3.4505635611356826
GST,58.42438139,-135.7073814,-0.5421686746987951
GTF,47.48200194,-111.3706853,-1.221243808475509
GTR,33.45033444,-88.59136861,5.032835820895523
GUC,38.53396333,-106.9331817,12.080168776371307
GUM,13.48345,-144.7959825,-0.09562841530054644
HDN,40.48118028,-107.2176597,0.6703406813627254
HIB,47.38659917,-92.83899333,7.151609553478712
HLN,46.60681806,-111.9827503,-6.4037304452466906
HNL,21.31869111,-157.9224072,-2.0156601451428084
HOB,32.68752778,-103.2170278,-4.527454242928453
HOU,29.64541861,-95.27888889,5.803998652139728
HPN,41.06695778,-73.70757444,7.006301016754977
HRL,26.22850611,-97.65439389,1.4152484683458135
HSV,34.6404475,-86.77310944,-2.1302186878727634
HYA,41.66933639,-70.28035583,2.2583333333333333
HYS,38.84494167,-99.27403361,1.0729684908789385
IAD,38.94453194,-77.45580972,-0.5121432370147136
IAH,29.98047222,-95.33972222,1.9751202901769191
ICT,37.64995889,-97.43304583,1.0329414804288852
IDA,43.51455556,-112.0701667,0.7229260318757662
ILM,34.27061111,-77.90255556,1.925853275794429
IMT,45.81835417,-88.1145425,-1.3384146341463414
IND,39.71732917,-86.29438417,1.3062372574190138
INL,48.56618722,-93.40306667,6.568595041322314
ISN,48.17793861,-103.6423467,-4.325263811297331
ISP,40.7952425,-73.10021194,-0.6796179726503148
ITH,42.49102778,-76.45844444,8.24439461883408
ITO,19.72026306,-155.0484703,-0.30273535828159087
JAC,43.60732417,-110.7377389,6.869520371325425
JAN,32.31116667,-90.07588889,-0.3369734789391576
JAX,30.49405556,-81.68786111,1.701263192431782
JFK,40.63975111,-73.77892556,4.361813118297448
JLN,37.15181361,-94.49826833,2.203309692671395
JMS,46.92971944,-98.67819528,0.7463359639233371
JNU,58.35496194,-134.5762764,-3.1303484781649757
KOA,19.73876583,-156.0456314,-0.8181302657161373
KTN,55.35556861,-131.71374,-2.533196721311475
LAN,42.7787,-84.58735806,4.377889869693148
LAR,41.31205,-105.6749864,-1.0499168053244592
LAS,36.08036111,-115.1523333,5.500700951818786
LAW,34.56771444,-98.41663667,5.063223508459483
LAX,33.94253611,-118.4080744,6.820041501854288
LBB,33.66363889,-101.8227778,1.1148123473240061
LCH,30.1260975,-93.22340361,-0.0227088402270884
LEX,38.03697222,-84.60538889,4.08038712225953
LFT,30.20527972,-91.987655,3.9934102141680397
LGA,40.77724306,-73.87260917,4.0192682537146505
LGB,33.81772222,-118.1516111,5.392750610141914
LIH,21.97598306,-159.3389581,-2.2497661365762394
LIT,34.72939611,-92.22424556,-0.9612272013528204
LNK,40.85097222,-96.75925,2.796723503844868
LRD,27.54373861,-99.46154361,2.786916786916787
LSE,43.87937972,-91.25653778,-5.347536617842876
LWS,46.37449806,-117.0153944,-4.806451612903226
MAF,31.94252778,-102.2019139,1.157986413516809
MBS,43.53291472,-84.07964722,2.658097686375321
MCI,39.29760528,-94.71390556,1.8959882856080328
MCO,28.42888889,-81.31602778,4.85062250714551
MDT,40.19349528,-76.76340361,2.7209580838323353
MDW,41.7859825,-87.75242444,2.410449843077996
MEI,32.33313333,-88.75120556,13.306517311608962
MEM,35.04241667,-89.97666667,0.9855510028035368
MFE,26.17583333,-98.23861111,0.6325411334552102
MFR,42.37422778,-122.8734978,5.874485596707819
MGM,32.30064417,-86.39397611,5.240131578947368
MHK,39.14096722,-96.67083278,-1.0
MHT,42.93451639,-71.43705583,-2.065825478868957
MIA,25.79325,-80.29055556,8.72993115092939
MKE,42.94722222,-87.89658333,0.7579756606181332
MKG,43.16948806,-86.23822306,5.6422018348623855
MLB,28.10275,-80.64580556,-0.742686170212766
MLI,41.44852639,-90.50753917,4.750400641025641
MLU,32.51086556,-92.03768778,5.075827814569537
MMH,37.62404861,-118.8377722,20.307692307692307
MOB,30.69141667,-88.24283333,4.379145936981758
MOT,48.25937778,-101.2803339,1.5708128078817734
MQT,46.353639,-87.395361,14.862170087976539
MRY,36.5869825,-121.8429478,4.374746244417377
MSN,43.13985778,-89.33751361,-0.8275442627382079
MSO,46.91630556,-114.0905556,-0.5680272108843537
MSP,44.88054694,-93.2169225,2.4095886772999235
MSY,29.99338889,-90.25802778,2.7056883376303626
MTJ,38.50886722,-107.8938333,2.1773444753946145
MVY,41.39302583,-70.6143325,16.210526315789473
MYR,33.67975,-78.92833333,5.1956016449132845
OAJ,34.82916444,-77.61213778,8.853815261044177
OAK,37.72129083,-122.2207167,5.455024807456769
OGG,20.89864972,-156.4304578,-1.0251347273119207
OKC,35.39308833,-97.60073389,0.46059431524547806
OMA,41.30251861,-95.89417306,0.48488956674010053
OME,64.51220222,-165.4452458,0.12340425531914893
ONT,34.056,-117.6011944,4.165282863183951
ORD,41.979595,-87.90446417,7.318617994137249
ORF,36.89461111,-76.20122222,3.28285820066642
ORH,42.26733944,-71.87570944,6.729496402877698
OTH,43.41713889,-124.2460278,18.455172413793104
OTZ,66.88467694,-162.5985497,-3.664285714285714
PAH,37.06083333,-88.77375,7.1067073170731705
PBI,26.68316194,-80.09559417,6.392688136019096
PDX,45.58872222,-122.5975,0.9070982825903832
PHF,37.13189556,-76.4929875,-0.34324324324324323
PHL,39.87195278,-75.24114083,1.9877996367619126
PHX,33.43416667,-112.0080556,3.417344139097816
PIA,40.66424333,-89.69330556,6.089810017271157
PIB,31.46714944,-89.33705778,11.231017770597738
PIH,42.91130556,-112.5958611,-0.8193688792165397
PIT,40.49146583,-80.23287083,-1.9981985588470776
PLN,45.5709275,-84.796715,3.1643454038997216
PNS,30.47330556,-87.18744444,-0.4288135593220339
PPG,14.33102278,-170.7105258,51.900826446280995
PSC,46.26468028,-119.1190292,3.706414692573862
PSE,18.00830278,-66.56301194,-1.2916174734356554
PSG,56.80165194,-132.9452781,-5.43175487465181
PSP,33.82921556,-116.5062531,7.042028692665185
PVD,41.72399917,-71.42822111,-1.5181759691169374
PWM,43.64616667,-70.30875,4.434387672343877
RAP,44.04532139,-103.0573708,1.3361515049036186
RDD,40.50898361,-122.2934019,4.296450939457203
RDM,44.25406722,-121.1499633,7.144529820709843
RDU,35.87763889,-78.78747222,3.726252108661509
RHI,45.63119306,-89.46745361,2.5842364532019704
RIC,37.50516667,-77.31966667,4.990938885675728
RKS,41.5942175,-109.0651928,-4.179527559055118
RNO,39.49857611,-119.7680647,4.764672160515944
ROA,37.32546833,-79.97542833,3.3074074074074074
ROC,43.11886611,-77.67238389,0.4120022277917015
ROW,33.30155556,-104.5305556,4.327231121281464
RST,43.90882639,-92.49798722,-1.2386934673366834
RSW,26.53616667,-81.75516667,2.4525054541676767
SAF,35.61677778,-106.0881389,15.731686541737648
SAN,32.73355611,-117.1896567,2.8680425995024876
SAT,29.53369444,-98.46977778,2.4008447107356843
SAV,32.12758333,-81.20213889,4.4014291719209755
SBA,34.42621194,-119.8403733,8.221254057748164
SBN,41.70895361,-86.31847417,3.715622612681436
SBP,35.23705806,-120.6423931,5.421002234280243
SCC,70.19475583,-148.4651608,-7.63375
SCE,40.851206,-77.846302,4.109418282548477
SDF,38.17438889,-85.736,1.7615589198036006
SEA,47.44898194,-122.3093131,0.9874490639915618
SFO,37.61900194,-122.3748433,6.59991032289657
SGF,37.24432611,-93.38685806,2.6931236283833213
SGU,37.09058333,-113.5930556,-0.5435203094777563
SHV,32.4466275,-93.82559833,5.837066165156437
SIT,57.04713806,-135.3615983,-1.8605166051660516
SJC,37.36186194,-121.9290089,3.898334414882111
SJT,31.35775,-100.4963056,12.48321464903357
SJU,18.43941667,-66.00183333,2.541139716952725
SLC,40.78838778,-111.9777731,0.4405382145269801
SMF,38.69542167,-121.5907669,4.8407638633859715
SMX,34.89924833,-120.4575825,11.537037037037036
SNA,33.67565861,-117.8682225,2.365682639285035
SPI,39.84395194,-89.67761861,4.984588026081802
SPN,14.996111,145.621384,15.0
SPS,33.98879611,-98.49189333,3.463892288861689
SRQ,27.39533333,-82.55411111,5.609981515711645
STL,38.74768694,-90.35998972,3.8599409664018656
STT,18.33730556,-64.97336111,1.061648016276704
STX,17.70188889,-64.79855556,1.9646098003629764
SUN,43.50484139,-114.2965903,4.69538188277087
SWF,41.50409361,-74.10483833,4.111731843575419
SYR,43.11118694,-76.10631056,2.999651567944251
TLH,30.39652778,-84.35033333,1.2700787401574802
TPA,27.97547222,-82.53325,2.9396876442300535
TRI,36.47521417,-82.40742056,2.46265172735761
TTN,40.27669111,-74.81346833,1.9648023143683704
TUL,36.19837222,-95.88824167,0.19529889727219965
TUS,32.11608333,-110.9410278,3.167369282073869
TVC,44.74144472,-85.582235,4.047509225092251
TWF,42.48180389,-114.4877356,-0.7788018433179723
TXK,33.45370806,-93.99102,12.135654261704682
TYR,32.35413889,-95.40238611,-7.213592233009709
TYS,35.81248722,-83.99285583,3.5249080101896406
VLD,30.7825,-83.27672222,6.985322896281801
VPS,30.48325,-86.5254,0.8537997587454764
WRG,56.48432583,-132.3698242,-1.5161290322580645
WYS,44.68839917,-111.1176375,2.8348214285714284
XNA,36.28186944,-94.30681111,4.945598591549296
YAK,59.50336056,-139.6602261,-12.672364672364672
YUM,32.65658333,-114.6059722,-1.9826442062276672
