OP_CARRIER,ARR_DELAY
NK,9.32820914376048
B6,8.052638204963113
F9,7.790653787103378
VX,7.355040508665778
EV,5.439868990877946
AA,5.085088727463136
OO,4.256732115692655
WN,3.9023048557063804
UA,1.7556160463776733
HA,-0.072610234112839
DL,-0.5561917600251283
AS,-2.197627447972593
