Month,DEP_DELAY,ARR_DELAY,CANCELLED
2009-01,7.777438743197958,5.108243387589994,0.0233497827512168
2009-02,5.528562371018673,1.8684751591880475,0.012473127085850003
2009-03,8.2902071142424,5.137245753605326,0.020957192217027673
2009-04,8.729079712946636,6.309185346149333,0.01482726625300069
2009-05,6.948463816432425,4.290154741059724,0.00876320332387278
2009-06,11.070059442391083,8.72661063402156,0.01485310100180418
2009-07,10.03742439296484,7.348990259467629,0.011786931984679401
2009-08,8.665135023765036,5.413202097539507,0.009885606395202542
2009-09,3.8045649662360974,0.0630442801152715,0.005743346409527613
2009-11,2.9861315481145136,-3.501933339787678,0.005361698787141343
2009-12,12.577382755166228,9.373473592293944,0.02783083838275055
