OP_CARRIER,Cancellation Rate
9E,0.017516366783722058
AA,0.016709207789752316
AS,0.008560595012396092
B6,0.013368777336444987
CO,0.005240869422802461
DL,0.011264306302753758
EV,0.021138548892519485
F9,0.005620560446886278
FL,0.007585395712811157
HA,0.002130642766811459
MQ,0.024548396722289808
NW,0.006015731874145007
OH,0.03383453666291316
OO,0.01359038438652862
UA,0.01651199132542416
US,0.01224976214054096
WN,0.007444990774589064
XE,0.016786268425135763
YV,0.019106393483090595
