ORIGIN,LATITUDE,LONGITUDE,Average Arrival Delay
ABE,40.65236278,-75.44040167,3.731237322515213
ABI,32.41132,-99.68189722,6.703047775947281
ABQ,35.04022222,-106.6091944,0.057865979673300684
ABY,31.535515,-84.19447333,9.517985611510792
ACK,41.25305194,-70.06018139,16.318181818181817
ACT,31.61128833,-97.23051917,4.91683366733467
ACV,40.97811528,-124.1086189,7.716692189892802
ACY,39.45758333,-74.57716667,14.51953125
ADK,51.87796389,-176.6460306,3.5053763440860215
ADQ,57.74996778,-152.4938553,9.471971066907775
AEX,31.32737167,-92.54855611,8.244725738396625
AGS,33.369955,-81.96449611,18.811202635914334
AKN,58.67680167,-156.6492175,16.207792207792206
ALB,42.74811944,-73.80297861,1.3739225959100896
ALO,42.55708139,-92.40034361,-1.584717607973422
AMA,35.2193725,-101.7059272,3.5706396686608377
ANC,61.17432028,-149.9961856,1.751757519880143
ASE,39.22316,-106.868845,9.879826365090244
ATL,33.64044444,-84.42694444,8.909646967227074
ATW,44.25740806,-88.51947556,1.9093555900621118
AUS,30.19453278,-97.66987194,2.3794001350178418
AVL,35.43619444,-82.54180556,13.186307519640852
AVP,41.33814944,-75.7242675,3.1712523719165087
AZO,42.234875,-85.5520575,-1.0299823633156966
BDL,41.93887417,-72.68322833,1.5945668009255292
BET,60.77977639,-161.8379975,1.9504132231404958
BFL,35.43359806,-119.0567681,-0.6831507254960024
BGM,42.20848278,-75.97961361,-4.565084226646248
BGR,44.80744444,-68.82813889,10.13860610806578
BHM,33.56294306,-86.75354972,6.268457339844872
BIL,45.8076625,-108.5428611,2.3209326696358397
BIS,46.77411111,-100.7467222,0.4759633027522936
BJI,47.50942417,-94.93372333,-2.0
BLI,48.79275,-122.5375278,11.26
BMI,40.47798556,-88.91595278,4.893916755602988
BNA,36.12447667,-86.67818222,3.816316597401625
BOI,43.56444444,-116.2227778,0.6337045285820342
BOS,42.3643475,-71.00517917,3.923549138332557
BQK,31.25902778,-81.46630556,10.383025027203482
BQN,18.49486111,-67.12944444,-1.1966442953020133
BRO,25.90683333,-97.42586111,0.4205058717253839
