ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,454,PA,GA
ABE,CLT,364,PA,NC
ABE,DTW,316,PA,MI
ABE,IAD,276,PA,VA
ABE,MCO,406,PA,FL
ABE,ORD,1025,PA,IL
ABI,DFW,2439,TX,TX
ABQ,ATL,921,NM,GA
ABQ,BWI,585,NM,MD
ABQ,DAL,2691,NM,TX
ABQ,DEN,2448,NM,CO
ABQ,DFW,2669,NM,TX
ABQ,ELP,606,NM,TX
ABQ,HOU,1005,NM,TX
ABQ,IAD,365,NM,VA
ABQ,IAH,1484,NM,TX
ABQ,LAS,1874,NM,NV
ABQ,LAX,3142,NM,CA
ABQ,LBB,223,NM,TX
ABQ,MAF,224,NM,TX
ABQ,MCI,362,NM,MO
ABQ,MCO,224,NM,FL
ABQ,MDW,724,NM,IL
ABQ,MSP,497,NM,MN
ABQ,OAK,927,NM,CA
ABQ,ORD,812,NM,IL
ABQ,PDX,332,NM,OR
ABQ,PHX,4573,NM,AZ
ABQ,SAN,869,NM,CA
ABQ,SEA,583,NM,WA
ABQ,SFO,458,NM,CA
ABQ,SLC,1268,NM,UT
ABQ,STL,366,NM,MO
ABQ,TUS,699,NM,AZ
ABR,MSP,612,SD,MN
ABY,ATL,999,GA,GA
ACK,BOS,111,MA,MA
ACK,JFK,238,MA,NY
ACT,DFW,1393,TX,TX
ACT,IAH,187,TX,TX
ACV,CEC,312,CA,CA
ACV,CIC,1,CA,CA
ACV,SFO,2549,CA,CA
ACV,SMF,624,CA,CA
ACY,ATL,12,NJ,GA
ADK,ANC,105,AK,AK
ADQ,ANC,670,AK,AK
AEX,ATL,1383,LA,GA
AEX,DFW,1311,LA,TX
AEX,IAH,1008,LA,TX
AEX,LFT,1,LA,LA
AGS,ATL,3018,GA,GA
AGS,CLT,28,GA,NC
AGS,DFW,52,GA,TX
AGS,LGA,2,GA,NY
AKN,ANC,84,AK,AK
ALB,ATL,765,NY,GA
ALB,BWI,1917,NY,MD
ALB,CLE,1115,NY,OH
ALB,CLT,715,NY,NC
ALB,DTW,101,NY,MI
ALB,EWR,488,NY,NJ
ALB,FLL,366,NY,FL
ALB,IAD,536,NY,VA
ALB,LAS,366,NY,NV
ALB,MCO,804,NY,FL
ALB,MDW,722,NY,IL
ALB,MSP,41,NY,MN
ALB,ORD,1184,NY,IL
ALB,TPA,371,NY,FL
ALO,ORD,509,IA,IL
AMA,DAL,1988,TX,TX
AMA,DEN,1344,TX,CO
AMA,DFW,2457,TX,TX
AMA,IAH,1215,TX,TX
AMA,LAS,366,TX,NV
AMA,LBB,1,TX,TX
ANC,ADK,105,AK,AK
ANC,ADQ,670,AK,AK
ANC,AKN,84,AK,AK
ANC,BET,981,AK,AK
ANC,CDV,362,AK,AK
ANC,DEN,455,AK,CO
ANC,DFW,144,AK,TX
ANC,DLG,84,AK,AK
ANC,FAI,2698,AK,AK
ANC,HNL,326,AK,HI
ANC,IAH,122,AK,TX
ANC,JNU,1114,AK,AK
ANC,KOA,8,AK,HI
ANC,LAX,190,AK,CA
ANC,LGB,103,AK,CA
ANC,MSP,746,AK,MN
ANC,OGG,68,AK,HI
ANC,OME,370,AK,AK
ANC,ORD,445,AK,IL
ANC,OTZ,712,AK,AK
ANC,PDX,787,AK,OR
ANC,PHX,384,AK,AZ
ANC,SCC,343,AK,AK
ANC,SEA,5859,AK,WA
ANC,SFO,82,AK,CA
ANC,SLC,425,AK,UT
APN,DTW,82,MI,MI
APN,MSP,118,MI,MN
ART,ORD,626,NY,IL
ASE,DEN,2948,CO,CO
ASE,DFW,186,CO,TX
ASE,IAH,302,CO,TX
ASE,LAX,772,CO,CA
ASE,ORD,462,CO,IL
ASE,SFO,170,CO,CA
ATL,ABE,643,GA,PA
ATL,ABQ,920,GA,NM
ATL,ABY,999,GA,GA
ATL,ACY,11,GA,NJ
ATL,AEX,1381,GA,LA
ATL,AGS,3016,GA,GA
ATL,ALB,765,GA,NY
ATL,ATW,604,GA,WI
ATL,AUS,2689,GA,TX
ATL,AVL,2757,GA,NC
ATL,AVP,286,GA,PA
ATL,BDL,2093,GA,CT
ATL,BHM,3393,GA,AL
ATL,BKG,650,GA,
ATL,BMI,1405,GA,IL
ATL,BNA,3525,GA,TN
ATL,BOS,5568,GA,MA
ATL,BQK,957,GA,GA
ATL,BTR,3066,GA,LA
ATL,BUF,2766,GA,NY
ATL,BWI,7107,GA,MD
ATL,BZN,57,GA,MT
ATL,CAE,3007,GA,SC
ATL,CAK,2762,GA,OH
ATL,CHA,3295,GA,TN
ATL,CHO,1031,GA,VA
ATL,CHS,3558,GA,SC
ATL,CID,693,GA,IA
ATL,CLE,2221,GA,OH
ATL,CLT,7594,GA,NC
ATL,CMH,3369,GA,OH
ATL,COS,366,GA,CO
ATL,COU,310,GA,MO
ATL,CRW,1700,GA,WV
ATL,CSG,1406,GA,GA
ATL,CVG,2355,GA,KY
ATL,DAB,1621,GA,FL
ATL,DAL,517,GA,TX
ATL,DAY,2826,GA,OH
ATL,DCA,7284,GA,VA
ATL,DEN,5849,GA,CO
ATL,DFW,7657,GA,TX
ATL,DHN,1354,GA,AL
ATL,DSM,714,GA,IA
ATL,DTW,4928,GA,MI
ATL,ECP,2532,GA,
ATL,EGE,101,GA,CO
ATL,ELP,678,GA,TX
ATL,EVV,1340,GA,IN
ATL,EWN,967,GA,NC
ATL,EWR,5036,GA,NJ
ATL,EYW,1220,GA,FL
ATL,FAY,3005,GA,NC
ATL,FCA,11,GA,MT
ATL,FLL,7371,GA,FL
ATL,FNT,2188,GA,MI
ATL,FSD,37,GA,SD
ATL,FSM,415,GA,AR
ATL,FWA,530,GA,IN
ATL,GNV,2394,GA,FL
ATL,GPT,1968,GA,MS
ATL,GRK,614,GA,TX
ATL,GRR,891,GA,MI
ATL,GSO,2795,GA,NC
ATL,GSP,2045,GA,SC
ATL,GTR,1007,GA,MS
ATL,HDN,102,GA,CO
ATL,HNL,366,GA,HI
ATL,HOU,3660,GA,TX
ATL,HPN,2132,GA,NY
ATL,HSV,2901,GA,AL
ATL,IAD,4015,GA,VA
ATL,IAH,5190,GA,TX
ATL,ICT,2117,GA,KS
ATL,ILM,2127,GA,NC
ATL,IND,4023,GA,IN
ATL,JAC,42,GA,WY
ATL,JAN,2527,GA,MS
ATL,JAX,5453,GA,FL
ATL,JFK,2093,GA,NY
ATL,LAS,4363,GA,NV
ATL,LAX,5005,GA,CA
ATL,LEX,2324,GA,KY
ATL,LFT,1748,GA,LA
ATL,LGA,10882,GA,NY
ATL,LIT,2485,GA,AR
ATL,LWB,92,GA,WV
ATL,MCI,3594,GA,MO
ATL,MCO,9068,GA,FL
ATL,MDT,1500,GA,PA
ATL,MDW,5598,GA,IL
ATL,MEI,526,GA,MS
ATL,MEM,4310,GA,TN
ATL,MFE,202,GA,TX
ATL,MGM,3006,GA,AL
ATL,MHT,508,GA,NH
