Hour,TAXI_IN,TAXI_OUT
0.0,5.905061596143546,14.907873594001071
1.0,5.97216441207076,14.02159209157128
2.0,6.569780853517877,13.271049596309112
3.0,7.714025500910747,13.666666666666666
4.0,7.1515601783060925,13.436849925705795
5.0,7.1991530439128315,13.658153267488197
6.0,7.241214935424827,14.335725696401209
7.0,7.423564427062195,15.0303385849045
8.0,6.765277602508915,15.592009142023864
9.0,6.390156059195981,15.358938840503306
10.0,6.347073188781174,14.737226221492968
11.0,6.542266770714165,14.54900965469868
12.0,6.638071175457326,14.13360507125799
13.0,6.610650263082759,14.4656105967288
14.0,6.6137605122754755,14.45762622019258
15.0,6.628736936463617,15.084660111089145
16.0,6.6931893059109635,15.08740615680183
17.0,6.972896372287361,15.230161620324008
18.0,6.978805924831069,15.075810568106625
19.0,6.515888297753935,15.166824343877302
20.0,5.8821882721876975,14.85524533506276
21.0,5.660207416422303,14.533255346716956
22.0,5.625653446361893,16.255202341305882
23.0,6.656321696533763,15.464469523159918
