ORIGIN,Average Departure Delay
ABE,5.442557803468208
ABI,1.3171750940242373
ABQ,6.895261358085002
ABR,-0.3504983388704319
ABY,5.911557788944724
ACK,17.146131805157594
ACT,2.875491480996068
ACV,26.062922038060158
ACY,-6.666666666666667
ADK,11.168316831683168
ADQ,0.3073005093378608
AEX,8.297714128339301
AGS,9.092562520298799
AKN,0.7349397590361446
ALB,7.878716577540107
ALO,2.6451612903225805
AMA,5.768892552899148
ANC,2.2372707011829247
APN,1.0257731958762886
ART,8.213576158940397
ASE,6.814347826086957
ATL,6.8266493282651854
ATW,5.2779933481153
AUS,6.47959703566466
AVL,9.039784694593962
AVP,6.70141065830721
AZA,2.723404255319149
AZO,0.11586206896551725
BDL,5.766985599690732
BET,-1.4627027027027026
BFL,8.393296674522126
BGR,4.672443674176776
BHM,7.392214028468531
BIL,0.4576659038901602
BIS,3.372310570626754
BJI,0.4657534246575342
BKG,0.5062761506276151
BLI,2.130580357142857
BMI,4.5042874642711315
BNA,7.47070695950533
BOI,5.751769746646795
BOS,6.753173386779848
BPT,13.4
BQK,5.183630640083946
BQN,4.250510551395507
BRD,-1.8176100628930818
BRO,6.714410480349345
BRW,2.5842558425584254
BTM,-5.674008810572687
BTR,10.421679275703832
BTV,11.062679550796553
BUF,6.749942372412521
BUR,4.121238278337977
BWI,10.542545461686501
BZN,1.9858742004264391
CAE,11.306274206041827
CAK,3.9375154359101012
CDC,-2.281931464174455
CDV,-4.001414427157002
CEC,35.50867678958785
CHA,6.189803439803439
CHO,7.103408434430965
CHS,7.8053251855085115
CIC,19.840065952184666
CID,6.823691039535949
CLD,5.515321536469573
CLE,7.265991824855009
CLL,2.7387935805201993
CLT,4.902879590853501
CMH,7.3688964666618295
CMI,4.569058295964125
CMX,9.892503536067892
COD,1.2269187986651835
COS,5.519321148825065
COU,10.819548872180452
CPR,-0.1703872437357631
CRP,6.019915848527349
CRW,10.837741046831956
CSG,6.59866220735786
CVG,7.083952368509463
CWA,8.664528543938422
CYS,12.1
DAB,3.2748568453930247
DAL,8.846148702861727
DAY,6.664515033123832
DBQ,5.4148148148148145
DCA,6.016616095939893
DEN,9.831466247071097
DFW,9.485131055919185
DHN,5.799405646359584
DLG,-1.7261904761904763
DLH,0.4678111587982833
DRO,4.9901996370235935
DRT,1.6071428571428572
DSM,6.780503792489934
DTW,7.201510120437036
EAU,5.158263305322129
ECP,8.623271252074497
EGE,4.519473684210526
EKO,-1.6538461538461537
ELM,4.670520231213873
ELP,6.191645952137252
ESC,4.991967871485944
EUG,8.930269102337459
EVV,5.831406822667042
EWN,6.895724713242961
EWR,15.61367413901496
EYW,1.0900860117700317
FAI,0.48333333333333334
FAR,5.5051261829652995
FAT,8.208783424827342
FAY,8.419375812743823
FCA,-1.7181505164781112
FLG,-1.9391462306993643
FLL,7.962184306487192
FNT,1.0562165377751338
FSD,6.181682676382908
FSM,1.6118966357874207
FWA,4.3517354468434
GCC,-1.2152046783625732
GCK,1.4684014869888475
GEG,2.6865671641791047
GFK,-3.782058337919648
GGG,3.9009740259740258
GJT,2.532459797498511
GNV,7.867844291789336
GPT,8.777682770414707
GRB,4.2522966614384945
GRI,3.1417910447761193
GRK,3.6489435802182495
GRR,6.222810051887272
GSO,10.306567750381847
GSP,8.659453551912568
GST,3.986666666666667
GTF,-1.1446051167964404
GTR,7.53
GUC,7.410981697171381
GUM,20.08219178082192
HDN,1.3154459753444525
HIB,-5.418181818181818
HLN,-1.3058668424522084
HNL,2.7947300771208226
HOB,8.113559322033899
HOU,11.1015479876161
HPN,8.404993757802746
HRL,4.837562248043633
