OP_CARRIER,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
AA,4.075254179201097,0.654643768325654,2.7027436122006017,0.008305091199878146,4.370972164045543
AS,1.9032655910116623,0.27333654087240544,1.5643461702661128,0.02270802133239366,2.148269623023806
B6,4.095902312098351,0.34635198379435594,2.9265026892986867,0.020038767812238054,4.715877340039117
DL,2.7038695573816276,0.24599279935174906,1.872599153366654,0.002785883207521472,2.2416812151678616
EV,4.645519028689825,0.5062070175675402,2.5280061550505835,0.007000020246876919,6.12805474755519
F9,2.7418459403192226,0.17144659642924737,3.4921456059554603,0.0,3.624780770929279
FL,1.3344578799240931,0.04837689423455964,2.0583098798140833,0.0,2.7917510840568016
HA,2.1393353034044447,0.04832071678203727,0.04996694058751299,0.006045149711910834,0.8324899809739708
MQ,3.064410111172169,0.9758549266601851,2.1505368389905737,0.004647672993194404,3.282398444435051
OO,2.2028438412577134,0.1774244199975395,2.068429930263729,0.0075434313871496185,4.579575107323927
UA,3.9861608109252793,0.29744091709098436,3.1266346036197987,0.01878041205093695,4.675061412342704
US,1.9866176226862216,0.17589044755518066,2.2087551915460977,0.023267031610609924,1.51870935504857
VX,1.5915019546235065,0.7958240473493844,5.560648131233788,0.01766468159731102,3.3395564648715794
WN,2.278382513469556,0.31177298373131906,1.0796065004581183,0.02068064548654798,4.044222229041634
YV,2.349838777094405,0.2624201349495432,1.191265599808921,0.017122469696064967,3.538723353436436
