OP_CARRIER,ARR_DELAY
VX,11.149536465658276
B6,10.97718444758258
EV,8.027348481620578
OO,7.08248392683721
F9,5.676903755016337
NK,5.5825388861013545
WN,5.046553485170616
AA,3.8507681774799427
HA,1.9057362166764753
UA,1.737165893986958
AS,0.6306867843719954
DL,-0.07473772776273237
