OP_CARRIER,Cancellation Rate
AA,0.01354161553325271
AS,0.00814835627985389
B6,0.0277511769472366
DL,0.009701589501494218
EV,0.029351389081141894
F9,0.009376182942335505
HA,0.0028688320111759716
NK,0.03278322641533497
OO,0.014801982089856438
UA,0.010195369909372589
VX,0.014553190290359392
WN,0.01357409563697305
