Month,DEP_DELAY,ARR_DELAY,CANCELLED
2017-01,12.1347683679294,6.954483731192212,0.01974592070966208
2017-02,7.082792733748006,0.6875590551181102,0.015375733526260787
2017-03,9.285564354745002,4.306398360443615,0.017452010552664057
2017-04,12.092689337505774,7.322608136076665,0.015796587441734337
2017-05,10.821603880509803,6.029889865233924,0.008302448389769016
2017-06,13.604965553897419,9.132847670438348,0.01088280399622875
2017-07,13.190980315851755,8.295147670495197,0.011308857328068831
2017-08,11.18067515293901,6.692594592532966,0.021563284232962616
2017-09,5.301006579748445,-0.5556120408592092,0.03344690850985445
2017-10,6.687002864006882,1.1795305116951689,0.006884161426603334
2017-11,4.292095180257274,-3.179592143645407,0.0031222339165319865
2017-12,9.937592443738659,3.586024652101369,0.01146907077691968
