ORIGIN,LATITUDE,LONGITUDE,Average Arrival Delay
GSP,34.89566722,-82.21885833,5.0059590916411665
GST,58.42438139,-135.7073814,-1.1
GTF,47.48200194,-111.3706853,-3.0688131313131315
GTR,33.45033444,-88.59136861,4.3
GUC,38.53396333,-106.9331817,4.03030303030303
GUM,13.48345,-144.7959825,6.472527472527473
HDN,40.48118028,-107.2176597,8.657534246575343
HIB,47.38659917,-92.83899333,1.3136363636363637
HLN,46.60681806,-111.9827503,0.4242061114439784
HNL,21.31869111,-157.9224072,0.6626561103838081
HOB,32.68752778,-103.2170278,-6.571194762684124
HOU,29.64541861,-95.27888889,7.189105858170606
HPN,41.06695778,-73.70757444,7.048212927756654
HRL,26.22850611,-97.65439389,7.217533797623925
HSV,34.6404475,-86.77310944,-0.553446033810143
HYA,41.66933639,-70.28035583,11.204301075268818
HYS,38.84494167,-99.27403361,0.5831960461285008
IAD,38.94453194,-77.45580972,1.9485012798987091
IAH,29.98047222,-95.33972222,1.3176707916055368
ICT,37.64995889,-97.43304583,0.9807117969138875
IDA,43.51455556,-112.0701667,-0.4141541038525963
ILM,34.27061111,-77.90255556,4.006295399515738
IMT,45.81835417,-88.1145425,10.478915662650602
IND,39.71732917,-86.29438417,1.6310836145481815
INL,48.56618722,-93.40306667,-4.543973941368078
ISN,48.17793861,-103.6423467,-0.18733960650128315
ISP,40.7952425,-73.10021194,3.850087839156744
ITH,42.49102778,-76.45844444,9.205850487540628
ITO,19.72026306,-155.0484703,0.9844313339888561
JAC,43.60732417,-110.7377389,7.777616700492897
JAN,32.31116667,-90.07588889,0.5874062286883382
JAX,30.49405556,-81.68786111,4.519599069267944
JFK,40.63975111,-73.77892556,6.880571397534083
JLN,37.15181361,-94.49826833,12.620320855614974
JMS,46.92971944,-98.67819528,-0.6759358288770053
JNU,58.35496194,-134.5762764,-0.3503565677478721
KOA,19.73876583,-156.0456314,-0.2588278931750742
KTN,55.35556861,-131.71374,-1.216023489932886
LAN,42.7787,-84.58735806,3.7037484885126966
LAR,41.31205,-105.6749864,0.9504950495049505
LAS,36.08036111,-115.1523333,5.110349559054699
LAW,34.56771444,-98.41663667,15.473457675753227
LAX,33.94253611,-118.4080744,5.756326453502102
LBB,33.66363889,-101.8227778,3.9284857211423088
LCH,30.1260975,-93.22340361,2.127104377104377
LEX,38.03697222,-84.60538889,8.893986723935962
LFT,30.20527972,-91.987655,4.322555205047319
LGA,40.77724306,-73.87260917,4.8000421571129035
LGB,33.81772222,-118.1516111,4.785009861932939
LIH,21.97598306,-159.3389581,0.37101214574898783
LIT,34.72939611,-92.22424556,2.1946949602122015
LNK,40.85097222,-96.75925,1.226511786812436
LRD,27.54373861,-99.46154361,4.162017167381975
LSE,43.87937972,-91.25653778,7.078236914600551
LWS,46.37449806,-117.0153944,-6.324900133155793
MAF,31.94252778,-102.2019139,3.5819812941401032
MBS,43.53291472,-84.07964722,4.556034482758621
MCI,39.29760528,-94.71390556,0.6878525677042364
MCO,28.42888889,-81.31602778,5.967806420120406
MDT,40.19349528,-76.76340361,1.0446633825944172
MDW,41.7859825,-87.75242444,4.152904022747402
MEI,32.33313333,-88.75120556,25.545277507302824
MEM,35.04241667,-89.97666667,1.8345739130434782
MFE,26.17583333,-98.23861111,-0.825381679389313
MFR,42.37422778,-122.8734978,7.159145607701564
MGM,32.30064417,-86.39397611,14.747651847213525
MHK,39.14096722,-96.67083278,10.050884955752212
MHT,42.93451639,-71.43705583,1.047555923777962
MIA,25.79325,-80.29055556,6.678527607361963
MKE,42.94722222,-87.89658333,2.0351201478743066
MKG,43.16948806,-86.23822306,1.0982839313572543
MLB,28.10275,-80.64580556,0.40477815699658704
MLI,41.44852639,-90.50753917,5.0550964187327825
MLU,32.51086556,-92.03768778,9.485598559855985
MMH,37.62404861,-118.8377722,13.32
MOB,30.69141667,-88.24283333,3.1863370547581074
MOT,48.25937778,-101.2803339,4.085261070720423
MQT,46.353639,-87.395361,9.286866359447005
MRY,36.5869825,-121.8429478,10.966370313103981
MSN,43.13985778,-89.33751361,3.649021109045171
MSO,46.91630556,-114.0905556,1.1603812681309573
MSP,44.88054694,-93.2169225,-1.6301790664568816
MSY,29.99338889,-90.25802778,4.971724093067633
MTJ,38.50886722,-107.8938333,5.1066856330014225
MVY,41.39302583,-70.6143325,27.880851063829788
MYR,33.67975,-78.92833333,3.957318044274566
OAJ,34.82916444,-77.61213778,7.570904645476773
OAK,37.72129083,-122.2207167,6.062907856956408
OGG,20.89864972,-156.4304578,0.40146711426084797
OKC,35.39308833,-97.60073389,1.80489801487141
OMA,41.30251861,-95.89417306,0.568976215098242
OME,64.51220222,-165.4452458,-1.9274310595065312
ONT,34.056,-117.6011944,5.914832628868484
ORD,41.979595,-87.90446417,6.423838305211505
ORF,36.89461111,-76.20122222,3.9398014440433213
ORH,42.26733944,-71.87570944,5.740088105726873
OTH,43.41713889,-124.2460278,34.50526315789474
OTZ,66.88467694,-162.5985497,0.5929721815519766
PAH,37.06083333,-88.77375,7.398176291793313
PBI,26.68316194,-80.09559417,8.483061164518702
PDX,45.58872222,-122.5975,2.351275061696534
PHF,37.13189556,-76.4929875,1.0331991951710262
PHL,39.87195278,-75.24114083,4.391113587297165
PHX,33.43416667,-112.0080556,2.0847122794664164
PIA,40.66424333,-89.69330556,9.154145995747697
PIB,31.46714944,-89.33705778,17.603603603603602
PIH,42.91130556,-112.5958611,-2.324795081967213
PIT,40.49146583,-80.23287083,-0.06627624625053563
PLN,45.5709275,-84.796715,2.8818565400843883
PNS,30.47330556,-87.18744444,0.3105900442052662
PPG,14.33102278,-170.7105258,7.567796610169491
PSC,46.26468028,-119.1190292,1.7654618473895582
PSE,18.00830278,-66.56301194,5.399408284023669
PSG,56.80165194,-132.9452781,-1.5500705218617772
PSP,33.82921556,-116.5062531,6.118725974739155
PUB,38.28908722,-104.4965722,5.254901960784314
PVD,41.72399917,-71.42822111,2.266761342402272
PWM,43.64616667,-70.30875,10.10745803772279
RAP,44.04532139,-103.0573708,-1.2039515615041427
RDD,40.50898361,-122.2934019,8.785573122529645
RDM,44.25406722,-121.1499633,9.055721663495515
RDU,35.87763889,-78.78747222,5.595365267768829
RHI,45.63119306,-89.46745361,5.647138964577657
RIC,37.50516667,-77.31966667,7.512341690359266
RKS,41.5942175,-109.0651928,-5.693939393939394
RNO,39.49857611,-119.7680647,4.203282261683441
ROA,37.32546833,-79.97542833,5.8256819693945445
ROC,43.11886611,-77.67238389,3.1396292788526585
ROW,33.30155556,-104.5305556,2.737417943107221
RST,43.90882639,-92.49798722,11.127140255009108
RSW,26.53616667,-81.75516667,3.519035105451115
SAF,35.61677778,-106.0881389,3.607594936708861
SAN,32.73355611,-117.1896567,3.318648443248851
SAT,29.53369444,-98.46977778,2.786262589044461
SAV,32.12758333,-81.20213889,4.305793991416309
SBA,34.42621194,-119.8403733,7.920753236563359
SBN,41.70895361,-86.31847417,4.40972889828879
SBP,35.23705806,-120.6423931,14.755581327921137
SCC,70.19475583,-148.4651608,-3.7697841726618706
SCE,40.851206,-77.846302,11.085453359425962
SDF,38.17438889,-85.736,3.951334219404969
SEA,47.44898194,-122.3093131,2.220489633877371
SFO,37.61900194,-122.3748433,9.414149745821707
SGF,37.24432611,-93.38685806,2.981287425149701
SGU,37.09058333,-113.5930556,-2.611528822055138
SHV,32.4466275,-93.82559833,6.093135203013813
SIT,57.04713806,-135.3615983,-0.12105263157894737
SJC,37.36186194,-121.9290089,3.670820481184454
SJT,31.35775,-100.4963056,8.59935379644588
SJU,18.43941667,-66.00183333,5.36915687451754
SLC,40.78838778,-111.9777731,-0.40894689468946893
SMF,38.69542167,-121.5907669,4.266720459028152
SNA,33.67565861,-117.8682225,2.5916927329599186
SPI,39.84395194,-89.67761861,6.7064056939501775
SPS,33.98879611,-98.49189333,11.337078651685394
SRQ,27.39533333,-82.55411111,4.7616129032258065
STL,38.74768694,-90.35998972,3.7253800337807803
STT,18.33730556,-64.97336111,0.8537529017281403
STX,17.70188889,-64.79855556,0.7495183044315993
SUN,43.50484139,-114.2965903,5.680508474576271
SUX,42.40260333,-96.38436694,26.5
SWF,41.50409361,-74.10483833,13.896417445482866
SYR,43.11118694,-76.10631056,4.052537410540013
TLH,30.39652778,-84.35033333,2.6939275220372183
TOL,41.58680556,-83.80783333,18.163636363636364
TPA,27.97547222,-82.53325,4.075421963971048
TRI,36.47521417,-82.40742056,5.058175137783221
TTN,40.27669111,-74.81346833,3.4463946869070208
TUL,36.19837222,-95.88824167,0.6116901100502878
TUS,32.11608333,-110.9410278,3.8579842931937174
TVC,44.74144472,-85.582235,11.71150097465887
TWF,42.48180389,-114.4877356,-0.5948352626892253
TXK,33.45370806,-93.99102,12.458333333333334
TYR,32.35413889,-95.40238611,16.220183486238533
TYS,35.81248722,-83.99285583,6.808755045017075
VLD,30.7825,-83.27672222,7.46048632218845
VPS,30.48325,-86.5254,2.3977175463623395
WRG,56.48432583,-132.3698242,-1.1664315937940761
WYS,44.68839917,-111.1176375,13.197368421052632
XNA,36.28186944,-94.30681111,4.2116643523110495
YAK,59.50336056,-139.6602261,-4.771551724137931
YUM,32.65658333,-114.6059722,0.12136627906976744
