Month,DEP_DELAY,ARR_DELAY,CANCELLED
2015-01,9.759471188777926,5.813582983416227,0.025495352875089368
2015-02,11.885283967032645,8.320500020850556,0.04780389150751064
2015-03,9.66090306741507,4.92067265685641,0.021815860023160265
2015-04,7.721884890350968,3.1631900611579318,0.009316686969623891
2015-05,9.454143844184054,4.485018615679651,0.011456901807470126
2015-06,13.986015722971977,9.601590351569554,0.01809893688591121
2015-07,11.394664197392151,6.4317747052785466,0.009229563794606677
2015-08,9.93204459320268,4.607372469025074,0.009895482394973126
2015-09,4.823559775213923,-0.7725709883956179,0.004462883861781799
2015-10,4.982661121973602,-0.780389663641748,0.005047669001265002
2015-11,6.944197242215287,1.100783576682592,0.009827511047669518
2015-12,11.783529247101587,6.092902747824754,0.016824906621037916
