ORIGIN,LATITUDE,LONGITUDE,Average Arrival Delay
ABE,40.65236278,-75.44040167,6.280210867802109
ABI,32.41132,-99.68189722,2.5369376805612878
ABQ,35.04022222,-106.6091944,4.414322250639386
ABR,45.44905556,-98.42183333,9.027285129604365
ABY,31.535515,-84.19447333,7.8844537815126055
ACK,41.25305194,-70.06018139,10.346978557504872
ACT,31.61128833,-97.23051917,3.21143537820131
ACV,40.97811528,-124.1086189,7.962509012256669
ACY,39.45758333,-74.57716667,7.858695652173913
ADK,51.87796389,-176.6460306,11.824742268041238
ADQ,57.74996778,-152.4938553,1.8731182795698924
AEX,31.32737167,-92.54855611,8.24249699879952
AGS,33.369955,-81.96449611,7.975467289719626
AKN,58.67680167,-156.6492175,4.349206349206349
ALB,42.74811944,-73.80297861,-2.24549857196076
ALO,42.55708139,-92.40034361,-0.5031347962382445
AMA,35.2193725,-101.7059272,6.0883965280950205
ANC,61.17432028,-149.9961856,-0.4801384732734847
APN,45.0780675,-83.56028583,1.9899328859060403
ASE,39.22316,-106.868845,15.26196928635953
ATL,33.64044444,-84.42694444,2.4182306556919273
ATW,44.25740806,-88.51947556,5.523856858846918
AUS,30.19453278,-97.66987194,4.675452356229149
AVL,35.43619444,-82.54180556,6.324186991869919
AVP,41.33814944,-75.7242675,6.529207232267037
AZO,42.234875,-85.5520575,0.5104669887278583
BDL,41.93887417,-72.68322833,0.17430278884462153
BET,60.77977639,-161.8379975,3.8184647302904566
BFL,35.43359806,-119.0567681,3.26101083032491
BGM,42.20848278,-75.97961361,6.218068535825545
BGR,44.80744444,-68.82813889,3.2384615384615385
BHM,33.56294306,-86.75354972,4.253259816705164
BIL,45.8076625,-108.5428611,-2.7280025690430314
BIS,46.77411111,-100.7467222,4.208389351976337
BJI,47.50942417,-94.93372333,0.7796143250688705
BLI,48.79275,-122.5375278,-1.4105113636363635
BMI,40.47798556,-88.91595278,4.908995449772489
BNA,36.12447667,-86.67818222,4.074673855296039
BOI,43.56444444,-116.2227778,5.564432176656151
BOS,42.3643475,-71.00517917,3.7630793333043213
BPT,29.95083333,-94.02069444,14.47979797979798
BQK,31.25902778,-81.46630556,4.481132075471698
BQN,18.49486111,-67.12944444,4.538892782060266
BRD,46.39785806,-94.1372275,-0.6897637795275591
BRO,25.90683333,-97.42586111,1.6226568867155664
BRW,71.2854475,-156.7660019,1.728381374722838
