OP_CARRIER,Cancellation Rate
AA,0.015040276369727157
AS,0.0038777887909298
B6,0.016012102693148796
DL,0.004365889886868193
EV,0.026628693111785964
F9,0.006473204456382932
HA,0.0022419760855884206
MQ,0.05099581851258519
NK,0.017072900604026275
OO,0.01692861258462182
UA,0.01274521400053905
US,0.020466497244797825
VX,0.008626399366751207
WN,0.012713822111098344
